,Actor name,Trends score
699,Tina Huang,889.4981871508793
700,Erik Hill,888.9292828076694
701,George Murdock,888.6452984966437
4369,Ed Lauter,888.5796381827827
1013,Jayne Eastwood,888.4220882761356
2056,Jimi Mistry,887.2280209422084
2577,Lloyd Kaufman,887.0791862101678
702,Luci Christian,886.557151021972
441,Tom Wisdom,884.5547967536289
468,Deon Richmond,883.2068608353779
1014,Eleanor Bron,883.2050876179451
442,Michael Bergin,883.120383569704
543,Derek Cecil,882.9314501892146
1682,Nigel Hawthorne,882.2911952877052
2057,Seema Biswas,881.8508814213466
544,Holly Davidson,881.6875889249274
605,Ora Jones,880.5864558669435
703,Robert Gossett,880.2376580791715
443,Dominic Keating,879.6644139814914
473,Harris Allan,879.6626642576166
545,Fernanda Romero,878.6967897766068
501,Elle Alexander,878.5247884883265
444,Ryan Sands,878.1477511987647
704,Charlayne Woodard,878.086088972895
502,Vincent Spano,877.9684112342989
705,Brittany Curran,877.9587025651784
2578,John Rubinstein,877.8036433885785
474,Tom O'Brien,877.2191994913363
469,Ed Templeton,877.121774195764
470,Paul Lazarus,876.2524761043906
606,Gordon Wells,876.0805310196712
3509,Otto Jespersen,876.0759512695541
1683,Larry Joe Campbell,876.043422956979
706,Jamie McMurray,874.7864487006677
546,Dennis Bailey,874.3002990946428
4370,Steve Lemme,873.8007668616555
475,Lawrence Makoare,873.5103788440018
607,Emerson Smith,873.50571682123
707,Karen Malina White,872.9026949831011
3962,David Marciano,872.5562241067196
632,Kate Lynch,872.1798254460795
644,Roxanne Hart,871.1959408981521
445,Jake Richardson,870.301957260192
476,Kyle Bornheimer,870.2535216241786
249,Ashley Shelton,870.2042036542792
503,Veronica Webb,870.1517516478953
633,Robin Dunne,868.9896232800833
446,Melinda McGraw,868.8107203513563
708,Ruby Evans,867.4020933175001
547,Christy Williams,866.733593183324
709,Darren Shahlavi,866.1411004815607
472,John Keefe,865.8208990079098
471,Nikki Amuka-Bird,865.8208990079098
477,Jay Mack,865.4947873979357
478,Cindy Pickett,865.4279180513029
710,Brett Rice,865.3122367658567
634,Reynaldo Rey,864.3785747712486
2579,Bebe Drake,864.2922411972135
474,Billy Kay,864.0823028251631
473,Roy Jones Jr.,864.0823028251631
711,Rod Hunt,863.6661850034839
2580,Celia Weston,863.4687135733952
2581,Jason Tobin,863.4482058054192
479,Eva Pope,863.0476160203908
608,Anna Deavere Smith,862.4711912503133
712,Carla Jimenez,862.2621260326888
447,Kourtney Brown,861.9261081520822
548,Katharine Houghton,861.9144061225461
549,Efren Ramirez,861.8480288360292
448,Kristin Minter,861.7240598292802
550,Judah Friedlander,860.6501858494609
1684,James Cada,860.1449398920553
250,Kathleen Freeman,859.9599845488631
635,Dan Nichols,859.6120374173486
713,Rachael Bella,859.5562452372413
475,Laura Montana,859.5541800753763
609,Enrico Lo Verso,858.8915060542452
714,Stephan Jones,858.1547453541699
476,Matt Stern,857.9972161855491
480,Jeffrey Nordling,857.7618442802908
504,Jamey Sheridan,857.6491300013041
505,Sean Mann,857.4231175501671
481,Elijah Kelley,857.1915382292835
551,Henry Maguire,857.163035908698
477,Manuel Velazquez,857.1279180941757
4371,David Cubitt,855.8504712326517
636,Bradley Bailey,855.0170739614516
478,Blanchard Ryan,854.5200238200556
479,Sabrina Grdevich,854.0410228309315
449,Vincent Piazza,854.0011519794947
506,Matt Cedeño,853.9166479075516
715,Erin McCarthy,853.478288275523
637,Laura Kirk,852.6278153856751
552,Thomas Colby,852.2652849434814
553,Jerry Minor,852.2237755330557
3115,Reiko Aylesworth,851.9922026141321
638,Andy Cloud,851.8965736915193
450,Luis Arrieta,851.808922668872
639,Michael Buscemi,851.7973825317363
3963,Chris Eigeman,851.530772923425
716,Lyndsey Marshal,851.0841974138305
610,Jake Austin Walker,850.7318414356088
2058,Derek Mears,849.5880442961753
1380,Patrick Bauchau,849.5868398906745
507,Alice Connor,849.0178984990127
645,Kenneth Mars,848.4560366122629
554,Juan Carlos Hernández,847.4739129972073
611,Susanne Lothar,847.4532296439041
451,Brock Peters,847.2795272172324
1015,Louise Lasser,847.1001306818966
717,Quinn Mason,847.0892731711695
3964,Sarah Wynter,846.2744101276014
482,Barry Lynch,846.0745204429758
718,David Dorfman,845.9374861543542
480,Dan Ferro,845.8270429063215
481,Tamara Feldman,845.8270429063215
452,Matt Wilkinson,845.6993222906568
640,Eric Wing,845.5456586232464
719,Ali Suliman,845.5214015649148
555,Brian Presley,845.2883498391367
483,Mike Erwin,845.270166936403
482,Gunner Wright,844.6076918922474
720,Conor Power,844.2476789313648
641,Lou Romano,843.982727646124
484,Richard Dyer,843.4856416015621
453,Trae Thomas,843.418744089209
251,Arun Bakshi,842.621138075229
4372,Kieu Chinh,842.3956653042599
3965,Kristin Booth,842.0693198909426
485,Sala Baker,841.506780046885
483,Cameron Daddo,841.4805524494546
3116,Michael DeLuise,841.0059016305188
721,Anthony Neal,840.4376678563538
722,Will Sanderson,840.3346262198434
556,Navneet Nishan,840.0089025615762
484,John Fugelsang,838.8726581753342
454,Susie Park,838.8381796023373
2059,Jeremy Klein,838.8337652544517
455,John Cabrera,838.4374656061633
486,Élodie Bouchez,838.0685388051835
3510,Roger Fan,837.9485292763866
642,Billy Beck,837.7310037376343
485,Lee Stephens,837.1340619925876
487,Dominic Pacifico,836.9423820404779
486,William McNamara,836.5867261572783
488,Katharine Towne,836.1992510936743
557,Jason Kirby,835.4954831315225
489,Valentina Cervi,833.3733313707958
508,Shauna Macdonald,833.2751934504092
4373,Melanie Parker,833.0076411966361
487,Marianne Denicourt,832.9826130857753
643,Predrag Bjelac,832.3271531145876
456,Sprague Grayden,832.1949014232072
490,Jenny Wade,831.6302463920612
723,Caitlin Carmichael,831.5527994386028
558,Sam Spruell,831.0189592429828
3117,Lee Tergesen,830.8145761629204
3966,Jérôme Le Banner,830.5053217401306
488,Klára Issová,830.4281610749271
612,Kirsty Mitchell,830.4117821615034
724,Kathleen Rose Perkins,830.1738887911017
644,Tom Dolan,829.916348852022
457,Ho-Jung,829.5378877148379
613,Manny Perez,828.5094772055512
646,Matt Craven,828.4378579092858
645,Ginny Holder,828.3534178748996
646,Hassan Johnson,828.3534178748996
614,Brian Van Holt,827.8027647988956
491,Danny Cooksey,826.2352300314313
489,Chris McCoy,825.8331868047333
458,Tara Wood,825.6568943413189
492,Roscoe Lee Browne,825.6403882531511
725,Jonathan Cherry,825.5482704356443
615,Aaron Berg,824.5842470508442
726,Marc John Jefferies,824.4436117330096
490,Matt Adler,824.0945906219864
491,Nina Daniels,824.036499102754
4374,Meagan Tandy,823.6617177120435
727,Lea Coco,823.3519477681357
492,Sheila E.,823.225292530613
2060,Erik Knudsen,822.7023466918661
459,Joyce Giraud,822.3968921168874
647,Walter Emanuel Jones,822.2518211271624
616,Catherine Emmanuel,822.0094328524027
617,Jason Abbott,821.7666997716428
648,Adam Huss,821.3960272763098
493,Peter Mooney,820.9462436217277
618,Shawn Lawrence,820.722025753182
728,Fran Kranz,820.3448718928464
493,Chris Pfaff,820.2868122486276
494,Jessica Romero,819.7481001651194
494,Jack Scalia,819.6919704703473
495,Hayes MacArthur,819.6919704703473
509,Matt Watts,819.2421400459364
252,Jonathan Scarfe,819.1810690375311
649,Nick Hexum,819.1313208572302
729,Matt Levin,818.5016757925914
510,Curtis Parker,818.3536773324132
650,Abby Allen,818.2728484653733
619,Antwon Tanner,818.225418528058
2582,Eileen Ryan,817.9342306310482
1016,Kerry Bishé,817.909769856307
496,Nikki Brandon,817.9074451355062
511,Ky-Mani Marley,817.7972685467372
4375,Naoto Fukasawa,817.0504061257298
730,Chris Burnett,816.7780408210881
460,Fernando Arenas,815.8498837184865
495,James Wilcox,814.532311616879
496,Randall Duk Kim,814.532311616879
497,David Bowles,813.6630135255057
497,Aron Warner,813.4362683505492
498,Braeden Lemasters,812.9337680818174
731,Carlos Alazraqui,812.9098916234623
651,Thomas Patrice,812.724108103675
1017,Dash Mihok,812.6651660200309
499,Ellen Kennedy,811.3641855744222
559,Rachael Smith,811.1047290245601
512,Luciano Federico,811.0571811686048
4376,James Naughton,810.990563746864
500,Sam Healy,809.9625248315406
498,Giuseppe Battiston,809.3165230686386
560,Jack McDowell,809.1429374270157
4377,Marisa Coughlan,809.1378937854889
501,Frank Bello,808.9848184613006
652,Vondie Curtis-Hall,808.9033120325635
3967,Matt Besser,808.4285979976715
653,Ellen Muth,808.209569912467
654,Emily Pierce,808.0353151723076
3968,Chase Tatum,807.9459010198016
3969,Celine Buckens,807.3773254385068
502,Werner Erhard,806.8120805974766
732,Anna Raj,806.5931979049296
733,David Sparrow,805.6213988713092
499,Marc Musso,805.5740175022615
734,Jamie Noel,805.3923439864351
503,Shane McConkey,804.978795555838
500,Lucia Walters,804.3676287109591
3970,Jonathan Aris,804.0820436435524
620,Kirk Thornton,803.7622716093034
513,Shawn Woods,803.6397561112063
655,Vanessa Branch,803.3465222409403
621,Nolan Gerard Funk,802.799330511818
622,Karsen Liotta,802.7820366911718
514,Elliot Moon,802.741468867711
623,Stacey Jackson,802.6983263640925
2583,Tanvi Azmi,802.503860729493
501,Bradford Johnson,802.3621383376513
3971,Kahan James,802.1209626426831
461,Marcia Warren,802.0077727711262
4378,Chris Bangle,801.5842330681878
4379,Brady Corbet,800.6449151683298
735,Melissa Sagemiller,800.3046703023253
515,Mercedes Colon,799.7448946114752
253,Aaron Pearl,799.6535107768034
254,Mark Humphrey,799.3480517649035
561,Glen Barry,799.1415324312775
516,Carly Craig,798.9431528453716
4380,Haley Ramm,798.5933336360935
2061,Brittney Wilson,798.5052188479876
462,Marie-Josée Croze,798.4900057181407
3118,Russ Jones,798.214994698242
562,Laura Moss,798.1960827900622
563,Jessica Feliz,798.0989949976608
3972,Robert Emms,797.7056178941913
504,Anthony DeSantis,797.1272884017499
564,Jess Harnell,797.0461686237437
3511,Chris Mulkey,795.6738136537731
517,Alexz Johnson,795.417270722885
505,Michelle Horn,795.3034575608522
565,Christopher Daniel Barnes,794.7344008127177
566,Martin Hancock,794.7129328188006
518,Matt Stephens,794.2176322419635
3119,Edie Adams,793.2775823599025
624,Andrew Bryniarski,793.0427731199375
625,Ronald Hamilton,792.5152718343247
736,Maria Cina,792.2373841996744
503,Susie Amy,791.9305612411706
502,Jayne Atkinson,791.9305612411706
463,George Bradshaw,791.3133643178661
506,Zack Gold,791.1395651128896
507,Daniel Goddard,790.8452325670678
519,Brian McNamara,790.6568844454357
2062,Kenneth Cranham,790.4395095666948
255,Christina Benjamin,789.8897316464396
520,Sullivan Walker,789.5208831746805
4381,Lillete Dubey,788.4624990064007
1381,Ed Marinaro,787.9742999151413
656,Lonette McKee,787.9263181579072
2063,Alexandra Carter,787.750939806264
508,Bob Bergen,787.5705144432075
567,Austin Basis,785.7849991889302
509,Richard Gant,785.1911473300859
1018,Steven Mackintosh,785.1171942905385
657,Melvin Van Peebles,784.5913505154708
568,Whitney Able,784.5871562023616
521,Daniel Graves,784.1239902634211
626,Steven McCarthy,784.0309234253928
1019,Terry Kinney,783.5438131396556
569,Nigel Terry,783.0865170710043
510,Helen Hughes,782.8117802169644
570,Jonah Baker,782.1914702292247
737,Ned Eisenberg,781.3264230307993
511,Kamrun,780.7092036422914
658,Marc Carter,779.9025575841035
504,Samuel E. Wright,779.6378694389977
505,Christine Anu,779.2791287744782
627,Brooke Allison,779.0174448201149
522,Anne-Marie Johnson,778.9722999462421
464,Bergen Williams,778.8405727686262
512,Keith Powell,778.7341817171185
659,Linda Nochlin,778.5648173481103
2584,Jonathan Firth,777.3565958424156
628,Alexandra Kamp,777.1852502367786
660,Missy Rothstein,776.1099345177299
465,Andrew Daly,775.9072634196422
4382,Joe Moran,775.8907443591867
629,Elizabeth Greer,775.6627772804584
571,Lola Sanchez,775.6609161519905
1382,David Melville,775.6250989609022
3120,Justin Whalin,775.426937752059
507,Jeffrey Phillips,775.4138975050759
506,Gloria Foster,775.4138975050759
661,Ashley Hughes,774.5483451122617
256,Jamie Donnelly,774.5116451768326
2064,Stephen McHattie,774.3080910041092
738,Eddie Spears,774.1949430214454
523,Linda Emond,773.1918169897009
647,John Cullum,772.5241734135001
739,Andy Reeves,772.5087408723831
572,Cory Martin,772.2243400963915
662,Loudon Wainwright III,772.0879026984911
513,Blanche Baker,771.5966531673448
508,Reece Thompson,771.5269976994248
663,Smith Cho,771.425166301325
1020,Michael Rispoli,771.343208425792
1383,Robert Ito,770.7591949523644
740,Robert Adamson,770.6312261941742
3973,Stephen Furst,770.5827858677414
3512,Carolyn McCormick,769.9317175953428
741,Michael Eklund,769.59870548561
1685,Caroll Spinney,769.3788387752203
573,Takashi Kashiwabara,769.233540948071
630,Richard Bremmer,769.1640695879851
664,Tammy Blanchard,768.9620407442462
2065,Birgit Minichmayr,768.9309514832473
514,Jennifer McCabe,768.3719346831377
1021,Tracy Reiner,767.8997119596055
466,Jacqueline Stewart,767.7462461460941
665,Mary Ellen Trainor,767.6399239055929
574,Bembol Roco,767.4390614590785
575,Irina Björklund,766.8799120530882
576,Jill Ritchie,766.7812779807986
509,Eric Mill,766.7209165913417
2066,Héctor Alterio,766.2423817228164
666,Clare Stone,765.8361787900014
467,Jacob Reynolds,765.4985024878702
1686,Kim Vergara,765.4339055749017
468,Pierre Coffin,765.4138290867769
515,Jean Pierre Noher,764.994059131129
742,Joseph Ziegler,764.5481356669363
668,Daniela Nane,764.273247812879
667,Angela Goethals,764.273247812879
2585,Jose Maria Yazpik,763.7230981831516
469,Sherry Vine,763.2615737527684
577,Renée Estevez,763.2519426514298
578,John Phillip Law,762.4270609508445
1384,Cannon Jay,762.0005677369967
516,Arthur Bowen,761.949625983495
631,Nicholas Rowe,761.8149646402467
257,Burke Morgan,761.7686022386033
1022,Frances Sternhagen,761.0127190272324
632,Joshua Wolf,760.8575956394204
517,Josh Olson,760.5696205377886
633,Fe de los Reyes,760.4829734849944
579,Kyle Schmid,760.432084527776
3121,Tiffany Dupont,760.3615001043048
510,Jon Reep,759.7665318603546
518,Laura Breckenridge,759.6129508640302
634,Fernando Guillén Cuervo,759.5299570683493
258,Guinevere Turner,759.0548324090101
4383,Van Dyke Parks,758.8671540811645
743,Jeroen Krabbé,758.4891457407201
2067,Jason Gray-Stanford,758.1766724415236
744,Enuka Okuma,757.9359839980789
580,Rick Peters,757.8685041844526
745,Faran Tahir,757.2616314484613
746,Richard Knox,756.4129040139139
519,Benedict Clarke,756.043900194348
747,Robert LaSardo,755.9516100115144
470,David Schiffer,755.6904501141663
3513,Daniel Freire,755.4625501897142
511,Johnny Hazzard,755.4200414034875
635,Brian Drummond,754.5928054610683
2586,Scott McNeil,753.0054308799238
4384,Sinéad Cusack,752.0899730105697
581,Russi Taylor,751.6464740717281
520,Orlando Toro,751.2851659681049
582,Francesco Quinn,750.9050658486811
583,Julia Maxwell,750.690586228483
669,Bill Flynn,750.4803149187195
524,David Reale,750.478590952951
512,Matt Mullins,750.3961758104855
521,Alex McArthur,750.2149799074033
525,Mel Rodriguez,749.1116951149695
3122,Deezer D,748.8408713148456
471,Naomi Battrick,748.1243862519237
584,Joshua Carmichael,748.031297347205
2587,Chuck Lamb,747.8153571296202
636,Louis Ferreira,747.812811642033
513,Andrew Koenig,747.596358581127
3974,John Benjamin Hickey,747.4547895661176
472,Sam Hazeldine,747.3292688248226
748,Jonathan Klein,747.3134568540854
3514,George Souza,747.0743264422155
514,Keith Garcia,746.7270604897536
637,Danny McCarthy,745.5942541182617
473,Ryan Pinkston,745.3414554927788
526,Carmen Aguirre,745.1989162845421
515,Jenna Craig,745.1578080910405
516,Eric Edelstein,744.9884643070067
4385,Lou Taylor Pucci,744.485642801791
474,James Wilby,744.460442456973
475,Stephen Ramsey,744.1850815794369
517,Bob Jennings,744.1191662156332
4386,Casey Campbell,743.5224898631277
476,Steven Kaplan,743.2276554537126
638,Ricky Adams,742.833896250331
639,Gregg Turkington,742.5183690737206
518,Reginald White,742.3805700328866
522,Patrick Baladi,742.2679053746276
2068,Johann Urb,742.0452538789381
2069,William Lee Scott,742.0452538789381
670,Geneva Carr,741.754967597428
4387,Jai Jai Jones,741.7146044290796
1687,Vincent D'Onofrio,741.0181622731318
671,James Rebhorn,740.8292831560423
477,Nate Adams,740.6628022767713
519,Oleg Taktarov,739.7726757587664
640,Betty Garrett,739.6153785022794
2070,Jane Brucker,739.356684118507
2071,Jill Bennett,739.356684118507
259,Mathieu Carrière,739.1180801685472
3124,Jack Noseworthy,738.9660466381663
3123,Leon Rippy,738.9660466381663
749,Fiona Glascott,738.3309117141395
641,Leila Arcieri,736.3968607542275
520,Amy Ferguson,736.2954833932728
672,Keri Lynn Pratt,736.1404902246749
523,Jesse Heiman,736.005411842868
524,Emily Wagner,735.8192797328155
478,John Caparulo,735.2911792334154
525,Sakina Jaffrey,735.2244379545351
521,Georgie Glen,734.5568872105259
642,Doug E. Doug,734.4657501053965
1688,Joe Flaherty,733.9158772845199
479,José Luis Gómez,733.4632747135496
480,David Newell,732.9851369855746
527,Sabrina Lloyd,732.6667243383265
481,Omar Alexis,732.5069992575997
526,Lord Finesse,732.2502290631332
482,Tara Thompson,732.0288615296248
528,Antti Reini,731.6891102031337
529,Kevin Chung,731.3588899809405
260,Jacqueline McKenzie,731.3070568642561
2072,Zlatko Buric,731.2909748372142
750,Josh Pais,730.119607864119
2588,Elizabeth Morton,730.090613901943
585,Scott Michael Campbell,729.5119454294105
587,Josh Pence,729.1568323605743
586,Aramis Knight,729.1568323605743
643,Giulio Base,729.0404442053334
2073,Ewan Stewart,728.6024050767834
3975,Bob Hastings,728.5318835011526
522,Erika Toda,728.4718005709121
530,Jennifer P.,728.3313842270278
3515,Steven Michael Quezada,728.0264154544109
751,John D. King,727.7453633856139
4388,Wallace Langham,726.9357331079523
483,Betsy Rue,726.7693465219005
527,Lisa Pepper,726.7624323496644
1023,Carmine Giovinazzo,726.5777543653666
1689,Nehemiah Persoff,726.4687349477922
484,Erin Fisher,726.1841605491178
485,Thu An Nguyen,725.5351790531105
673,Brad Peterson,725.1999733848178
528,Matt Walton,725.000913737778
523,Laura Sweeney,724.9946082054186
531,Ed Stoppard,724.8657607573354
4389,Jonathan Kaplan,724.1646947352408
752,Jonathan Nation,723.9902800471959
588,Michael DeLorenzo,723.1752340639331
486,Genevieve Gaunt,722.944244698101
589,Melissa Keller,722.9219938359403
753,Theodore Bikel,722.718611597487
590,Gbenga Akinnagbe,722.4441852364159
674,James Madio,722.3958124893286
3976,Lusia Strus,722.2242481461643
676,Christopher Carroll,722.0741114305728
675,François Vincentelli,722.0741114305728
644,Tyrone Brown,721.8797768613907
2589,John Fiedler,721.6502599840015
487,Eva Veronika,721.5157815369556
591,Paul Bae,719.8280327935948
754,Vijayendra Ghatge,719.3363176231813
524,Jun Hee Lee,718.6985141393218
648,"Don ""The Dragon"" Wilson",718.6015459245236
755,Todd Richards,718.4220974577513
529,Sydney Tamiia Poitier,717.9740263844043
2074,Bruce Glover,717.8481260350596
592,Haley Tju,717.5079489545261
2590,Beth Ostrosky,716.2816008496861
1024,Jimmy Gardner,716.2472649668069
645,Aryana Engineer,716.0275854204687
677,Jason Winston George,715.822387522083
646,Maggie Castle,715.7983471666968
756,The Lady of Rage,715.7299882614226
2075,Alberta Watson,715.1595562746286
1025,Leigh Taylor-Young,714.8118997063524
678,Thomas Flanagan,714.594561814498
525,Sophie Rois,714.5630311089376
530,Matthias Hues,714.4049757147222
679,Cynthia Stevenson,714.2594565449605
531,Harvey Roberts,713.8101339364417
593,Clare Kramer,713.7333507061533
488,Anne Consigny,713.6682683024678
261,John5,712.3834796963363
532,Roxanne Day,712.0256086016008
680,Patricia Wettig,711.4740615445656
647,Gina Alajar,711.4080212555549
1026,Jean-Pierre Marielle,711.3753040346872
489,Emily Dale,710.9908014987277
648,Alessandro Juliani,710.8855560817219
532,Laura Regan,710.5988505255383
594,Alexis Raben,710.3619130552031
757,Zoe Hunter,710.2565129244297
533,Richard Easton,710.2410832667595
681,Richard Blackburn,709.9138114095995
595,Michael Cochrane,709.7861074393018
2076,Guy Boyd,709.7824167537667
758,Lisa Rodríguez,709.4502947300601
490,Sam Bottoms,709.0713513541986
534,John Melendez,709.0513997101989
533,Bernardo De Paula,708.4447754052019
535,Ian Porter,708.31993681315
262,Roma Alvarez,707.7262137394481
759,Joel de la Fuente,707.6993795852475
2591,Jamie Bartlett,707.4509008370574
596,Gabby West,707.326283568694
597,Sushmita Mukherjee,707.326283568694
2077,Julia Ho,707.0938469933359
526,Harve Presnell,706.1820683005742
527,James Adomian,706.0378348517747
491,Jan Ellis,705.7312864910033
1385,Annabelle Apsion,705.5560812379599
760,Melanie Crystal,704.5194475328816
3516,Desmond Dube,704.5186858040855
2078,Paul Dobson,704.4052772329048
3977,Jared Cohn,704.3526146403641
682,Tim Hammer,704.2768218661896
492,Kim Fowley,704.153654608425
536,Nina Siemaszko,704.0598852957991
493,Cynthia Kaye McWilliams,703.8187355791036
598,Navid Negahban,703.7327546089884
537,Jordan Lawson,703.5350171951656
599,David Calder,703.4359596850168
761,Shane Dorian,703.256545907114
3517,Sheila McCarthy,703.1771713277847
1386,Fay Masterson,702.6365388328373
600,Manish Goyal,702.5349116224199
3978,Berlinda Tolbert,702.2500695220346
494,Darren Dalton,702.1447197251154
538,Nellie McKay,701.9981097962532
601,Angela Bettis,701.9359901291358
602,Sara Tomko,701.9359901291358
603,Michael Showalter,701.0433203663603
4390,Josh Stamberg,700.8583616275959
495,Robert Erickson,700.7441650980043
2592,Nick Chinlund,699.8818674471855
1387,Michael Elphick,699.8628333201896
539,Lex Alexander,699.533931257713
2079,Siddharth Narayan,699.0281377120431
263,James Toback,698.879636067705
540,Sarah Bing,698.7296381490521
683,Courtenay Taylor,698.6301467737361
649,Allison Henry,698.4183513272176
604,Jason Pace,698.3424611694303
496,Brian Cummings,697.6987557386485
605,Raphael Sbarge,696.5456966895775
650,Jodie Graham,696.4872406783866
3518,Malik Carter,696.0788840416695
528,Marc Merlin,695.4384730987227
534,Lou Myers,694.585145160593
1690,Richard Fitzpatrick,694.5077916062171
606,Don Shanks,694.4635622400548
541,Dagmar Midcap,693.8764256290825
529,Andrea Bogart,693.699876915976
497,Michael Gibbons,693.299705563655
530,Ivo Cutzarida,692.9899405528026
531,Aasha Davis,692.8305788246025
684,Adrian Rawlins,692.3784228652462
651,Leslie Murphy,691.9813158311142
762,Monique Gabriela Curnen,691.9209119377227
532,Eric Leeds,691.6461687379323
763,Carmen Serano,691.6069774581774
535,Robert Prosky,691.5057323201141
533,Brian Snyder,691.0919826418557
1027,Jessica Sutta,690.7557300046963
4391,Alexis Georgoulis,690.0492529380317
3125,Stacey Miller,689.59192325477
542,Tia Texada,689.4216210269467
652,Jonathan Breck,688.9045462740389
607,Sarah Vowell,688.7597172768824
3979,Laura Kightlinger,688.5835262528932
1691,Jenny Beck,688.4883090304807
764,Alastair Mackenzie,687.547816286431
2593,Steven Webb,687.2333999632003
498,Phyllis Yvonne Stickney,686.6794629807692
543,Trent Cameron,686.4474121355448
536,Brian Miranda,686.3611487304111
1388,Hiroki Takahashi,686.0924652038093
534,Rachele Brooke Smith,685.5119144990908
4392,Vivian Wu,685.4383257429326
765,Chris O'Donnell,685.1710860707213
499,Patrick Gorman,684.6932264601063
535,Curtis Garcia,684.6013673640825
2594,Saki Takaoka,684.6002913234524
649,Andy Nyman,684.4872305743547
650,Janet Bailey,684.1165832367684
4393,Jean-Marc Barr,684.0893102004588
544,María Adánez,683.8108161453291
653,Shane Stevens,683.6131696861798
766,Maxwell Allen,683.1747206351392
536,Debi Derryberry,683.136467335409
608,Nora Zehetner,683.09614805263
654,Miriam Colon,682.8522115866405
537,Lindsay Page,682.4662872306799
537,Chris Trousdale,681.5297036367482
1692,David Isaacs,681.4135238105893
500,Peter Wight,681.3537380339277
3980,Hart Bochner,681.22461833874
501,Bob Ivy,680.3899869083318
2080,Steve Berra,680.2081493890264
767,Jane Jenkins,680.0878892579922
685,Chad England,679.8749750482666
3126,Alex D. Linz,679.7170985780906
538,Jacob Blair,679.2754486026794
655,Darrin Henson,678.4635412892972
3127,Michael Cerveris,678.0712944653108
3519,Sean Marquette,677.5829448027138
502,Roger Edwards,677.3411473780154
686,Mix Master Mike,677.1485585753103
545,Amelia Oliver,676.9299436830589
687,Martin Ferrero,676.7491130940217
768,Larry McReynolds,676.72363636227
769,Alison Barry,676.6186006601805
770,Wanda De Jesus,676.4547992108301
539,Joshua Cox,676.4312855885222
1693,Lauren Bowles,675.7039930505246
2595,Surendra Pal,675.4281636448139
771,Michael Paré,675.0438297008042
2081,Alec Newman,674.8310098681646
538,Rob Mayes,674.5753189057612
772,Janet Wright,674.1922774371643
688,Michael Des Barres,674.028058305378
503,Monica Ramon,673.9870883404734
2596,Dylan Everett,673.741701313616
689,Pamela Gray,673.6232511397768
546,Andrew W.K.,673.3608930133768
773,Christopher Denham,673.357791483295
539,John Byner,672.8367227230142
540,Reggie Austin,672.8367227230142
2597,Jon Foo,672.6962072599406
504,Jack Duffy,671.783507804783
3981,Jeremy Ratchford,671.7631653062575
774,Kate McGarrigle,671.2864393344465
1389,Richard Riehle,671.1254966328676
541,Fleet Cooper,671.0981265402675
656,Christopher Mitchum,671.0619644945339
547,Damien Dante Wayans,670.6961931312186
540,Heather McComb,670.6905409501644
775,William Boyer,670.3884461891681
657,Louisa Krause,670.0953951443627
4394,Tony Leung Ka-Fai,669.9584626974029
1390,Jon Polito,669.5483915747812
541,Jared Goldstein,669.5112724367215
658,Phil Vischer,669.4516915947523
542,Jon Powell,669.3595303575206
776,Alyson Reed,667.8524650896161
609,Schoolly D,667.8174735250724
777,Johnny Tri Nguyen,667.6772792314547
2598,Mary Beth Hurt,667.4245112687107
610,Patrick Shea,666.9482100755048
264,Maria Botto,666.9077431195263
2082,Dick Blau,666.7653005868718
2599,Mauricio Bustamante,666.1526208232249
505,Anthony Heald,665.9427213409055
659,Jenni Pulos,665.8927993676889
1694,Salome Jens,665.767309776957
506,Carson Grant,665.2634478778521
548,Chris Stack,665.07064801622
542,Alice Greczyn,664.7230292874599
549,Cliff Tan,664.4382663391712
3982,Lou Richards,664.4042573921045
507,Phillip Mitchell,662.8852319135266
543,Fab Five Freddy,662.7505233194024
543,Nicola Anderson,662.6922441466584
660,Scott Mechlowicz,662.3709525490386
3983,Amy Sloan,662.301712273775
550,Lawrence Hilton-Jacobs,662.0588992260498
551,Ron Willis,661.7982990129274
1391,John Kapelos,661.7629451611209
2083,Zoë Bell,661.38816106601
778,Justine Waddell,660.9093379597766
4395,Nicolette Krebitz,659.6053133351193
544,Karen Tucker,659.5298806211516
508,Michelle Krusiec,658.7742809625879
2084,Mike Weinberg,658.699591305579
545,Steve Landesberg,658.6987518870328
1392,Jackie Richardson,658.5300566155105
544,Jordan Belfi,658.0586551696664
611,Rose Abdoo,657.9758126305428
612,Larry Sullivan,657.0168781328174
546,Steve Coulter,656.5005438991385
613,Sisqó,656.417956639533
1028,Martin Klebba,656.3897732880447
779,Mike Nugent,654.9925486601477
3984,Jill Eikenberry,654.942804359622
651,Ann Wedgeworth,654.2362042575168
547,Ashley Leggat,653.9412428451698
545,Reuben Langdon,653.7121647127993
4396,Mýa,653.5321606347695
3128,Michael Sarrazin,653.3842327736126
546,Kate Webster,651.9691219925008
780,Susan May Pratt,651.8969181545549
1695,Maxim Roy,651.7550695914617
552,Angélica Aragón,650.7569054387228
1696,Manuel de Blas,650.5078831131691
781,Tina Holmes,649.7764921125806
690,Sean Bishop,649.6211926748001
553,Ian Brennan,649.567221882162
691,Yul Vazquez,648.6163555058175
265,Grant Bowler,648.314934256163
661,Connie Ray,648.2094744576112
2085,Tina Bush,647.9453122638554
2086,Aloma Wright,647.9453122638554
782,Brian Klugman,647.8428843413691
