,Actor name,Trends score
1028,David Rountree,124.40638441263478
914,Jim Swansburg,124.31580927348298
930,Kinsey Packard,124.30962706639669
1085,Kendall Ryan Sanders,124.2860480676571
1086,Timo Descamps,124.25152529805288
1012,Erica Gluck,124.23478507479538
1011,Goran Radakovic,124.23478507479538
1010,Seth Barrish,124.23478507479538
1029,Magali Amadei,124.22772043720678
1030,Richard Neel,124.20690503516244
1013,Michele Specht,124.17361580592548
4077,Philip Granger,124.05016198143724
936,Alice Veselá,124.03574185533544
992,Raynor Scheine,124.02451077145676
3612,Caroline Kava,124.00135186601236
2725,R. D. Call,123.95498134305576
915,Amy Lyndon,123.91690861865204
2177,Roshawn Franklin,123.89959806153578
993,Kenda Benward,123.8844034104568
916,Edith Jefferson,123.83767154550804
917,Joe Hursley,123.83767154550804
980,Raye Birk,123.81908474047486
4517,Jeff Kassel,123.77304731444168
938,Tatjana Sojic,123.77004321368068
937,Dana DeVestern,123.77004321368068
994,Scott Cooper Ryan,123.72708988231658
1087,E.J. Carroll,123.69613413653911
1031,Sarah Kazemy,123.6704656806711
1014,Ryan Doucette,123.59108152518505
1015,Nikita Hopkins,123.53022919553209
931,David E. Brown,123.44032897502328
933,Brandon Rhea,123.44032897502328
932,Vytautas Rumsas,123.44032897502328
939,Timothy Patrick Quill,123.41907395661022
982,Erika Rosenbaum,123.37782761655455
981,Steffanie Sampson,123.37782761655455
940,Blake Bashoff,123.33728082482163
941,Leagh Conwell,123.33728082482163
918,Ana Sofrenovic,123.28813354417883
3214,Gabriel Tigerman,123.26335877506628
983,Henry Krinkle,123.22092491081074
3613,Lindsay Brien,123.15588810328954
3215,Shane Woodward,123.1474285311731
995,Cait Johnson,123.13224810403622
1032,Electra Avellan,123.10272469573592
1033,Sonja Ball,122.97521100399292
984,Shane Baumel,122.89064125596968
919,Brian Martell,122.88139608955818
920,Alix Koromzay,122.88139608955818
942,Rebecca Forstadt,122.7905662093104
1034,Steve Le Marquand,122.75259894319736
3614,Chen Kuan Tai,122.70476763404672
1088,Ted Hutton,122.6778550987934
934,Dave Warden,122.57103088364988
943,Yasmin Bannerman,122.55022318150912
996,Ransford Doherty,122.53740632575584
997,Matt Farnsworth,122.53740632575584
1089,Lynn Odell,122.44667823617004
921,Trevor Baxter,122.40325836158324
3615,Quinn Duffy,121.99017619236048
1016,Michael Panes,121.98688475416223
4078,Jim Haynie,121.9476168631078
998,Dave Rickards,121.94256454747548
1000,Kirsten Williamson,121.94256454747548
999,Derek Magyar,121.94256454747548
944,Richard Divizio,121.93613981694624
4518,Dave Koenig,121.92568839930075
4519,Susi Haneke,121.92568839930075
922,Alan Blumenfeld,121.9251206336083
935,Pip Carter,121.90888897795688
985,Jacqueline Hennessy,121.86767358514474
733,John Sharian,121.86053651826914
1090,Michael Toland,121.84906673299716
1035,Douglas Urbanski,121.7945336624766
936,Yvonne Valdez,121.70173279227647
3216,Robert Michael Sheehan,121.68828638059551
1017,Michael Drayer,121.65997087635404
2726,Pierrette Robitaille,121.51041971557711
1091,Chris Warren Jr.,121.47487920254966
1036,Booth Savage,121.46206450780198
986,Siobhan Flynn,121.45361098501678
923,Sahajak Boonthanakit,121.4201315207822
1002,Dennis Hadley,121.34772276919507
1001,Olivia Hendrick,121.34772276919507
945,Tony Rohr,121.26363509253196
947,Karl Bury,121.10023015651294
946,Juliana Carter,121.10023015651294
351,Freez Luv,121.07086121651234
1037,Stephanie Belding,121.06388499188414
1038,Romi Aboulafia,121.05411656918056
735,Ron Melendez,121.0507964038248
734,Luisa De Santis,121.0507964038248
1018,Joe Masi,121.0162673267437
1019,Peter LaCroix,121.0162673267437
1020,Michael Yama,121.0162673267437
1021,Darin Southam,121.0162673267437
988,Scott Leung,120.9821416434176
987,Maggie Kiley,120.9821416434176
924,Phoebe Strole,120.96884517765844
925,Hedda Sharapan,120.96884517765844
4080,Gina-Raye Carter,120.89634430394308
4079,Sharrieff Pugh,120.89634430394308
3217,Ankur Khanna,120.86155096297357
1022,Anna Mae Routledge,120.83768946054586
736,Monica Bârlădeanu,120.79158444354746
948,Brandon Barrera,120.7825867228474
1003,Allan Medina,120.75288099091472
1004,Randy McNamara,120.75288099091472
949,Zach P.,120.74070649166752
950,Bret Loehr,120.74070649166752
1039,James Andrew Wright,120.71351922653297
1453,Rafael Feldman,120.67441941173382
1454,Tess Broussard,120.67441941173382
1040,Brian Herzlinger,120.6591301871374
1041,Minase Yashiro,120.61857794872002
1089,Eugene Lipinski,120.5809496673425
1024,Razaaq Adoti,120.37256377713337
1023,Brighid Fleming,120.37256377713337
952,Carlease Burke,120.30794410280848
951,Justine Nguyen,120.30794410280848
989,Oliver Rayon,120.23012576249012
937,Jim Garrity,120.21736784270996
1005,Ira Katz,120.20837197848886
1092,McCall Clark,120.20106743667633
1006,Abe Goldfarb,120.15803921263438
1007,Courtney Taylor-Taylor,120.14389403893308
4520,Dan Fey,120.07832948415982
926,Isabella Rae Thomas,120.03773486528618
2178,J. Larose,120.0323216549365
927,Cassandra Sawtell,120.01256972170856
939,Mike Leeder,119.96313660952966
941,Regina Berger,119.96313660952966
938,Dell Aldrich,119.96313660952966
940,Charlie Talbert,119.96313660952966
1042,Billy Aaron Brown,119.95643142202204
953,Masatoshi Nakamura,119.9557231917255
1095,Alicja Bachleda-Curus,119.8994816652692
1094,Jowharah Jones,119.8994816652692
1093,Eugenio Mira,119.8994816652692
4081,Bonnie Henna,119.84507174477837
990,Steven Gilborn,119.81892465104076
954,Keren Mor,119.80272769055028
2179,Moneca Stori,119.80128533778743
1008,Tanjareen Martin,119.78222368269464
955,Kiva Dawson,119.75404904765128
1455,Rhys Parry Jones,119.70123861002632
1010,Isabelle McNally,119.563197434354
1009,Robert Mammone,119.563197434354
1025,Marius Biegai,119.5521821258592
929,Dawntoya Thomason,119.53443199373363
928,Sigal Diamant,119.53443199373363
1097,Sean Higgs,119.53128113530884
1096,"Antonio Sabàto, Jr.",119.53128113530884
1043,Sean MacMahon,119.51579357742938
956,Marco Perella,119.44241932509044
942,Fay Ann Lee,119.2411282279903
991,Fiore Leo,119.18537716356488
2180,Trevor Blumas,119.12084949048877
930,Christian Yeager,119.08512899153638
1098,Carlos Pesina,119.04538161849868
992,Robert Pralgo,119.03380610316184
1099,Don Wycherley,119.03281874525334
957,Mark Caven,119.0096569362314
1011,Abdel Kechiche,118.96835565607364
943,J. B. Smoove,118.95658092478152
958,Koji Abe,118.93772604657518
737,Jim Thorburn,118.84987283284616
4083,Driss Roukhe,118.7937991856136
4082,Kett Turton,118.7937991856136
1026,Tyrone Benskin,118.79256415536254
1044,Maryke Hendrikse,118.75243552266188
1100,Tammy Klein,118.71257373027248
4521,James Gaylyn,118.66564325493442
738,Don Ruffin,118.65368029410416
931,Raad Rawi,118.61812848568724
1045,Irina Dinescu,118.58533140103825
934,Earl C. Poitier,118.57815653778376
932,James Kyson Lee,118.57815653778376
933,Steffany Huckaby,118.57815653778376
959,Annette Arnold,118.5768945473724
1046,Peter Cornwell,118.54590480926664
960,Gilberto Idonea,118.50522522458763
1028,Bernadette Balagtas,118.44145312830234
1027,Barbara Kottmeier,118.44145312830234
1101,Stephanie McVay,118.43729286447324
993,Peter Macdissi,118.4356462734977
1744,Nick Boraine,118.41881500876195
1012,Facundo Lombard,118.37351387779326
945,David McMahan,118.22454042678288
944,Miss Coco Peru,118.22454042678288
946,Jesse Cadotte,118.22454042678284
1090,Erin Marie Hogan,118.20628794603442
935,Kim Blacklock,118.15112797983804
353,Cliff Gorman,118.1417274774032
352,Barry Primus,118.1417274774032
994,Orlando Seale,117.98753417699636
995,Arthur J. Nascarella,117.98753417699636
947,Benjamin Ross Kaplan,117.96421586466032
1013,Clint Hackleman,117.94028948832867
354,Jordan Trovillion,117.92114237377002
4522,Justin Marxen,117.8950871299024
1047,Lanre Idewu,117.86655334368284
996,Boyd Kestner,117.83748644383358
1048,Teal Marchande,117.83140497088398
4523,Conrad Coates,117.7962978831034
1456,Alison Folland,117.75487700661124
1029,Nellie Sciutto,117.73974970199151
961,Edgar Morais,117.73488033792763
1014,Pat Fraley,117.67513308691116
1049,Nicolette Hart,117.67238082977472
3218,Indira G. Wilson,117.65748550937016
4524,Paul Eenhoorn,117.64711392423362
936,Josh Daugherty,117.64658867734646
937,Sandi Stahlbrand,117.62188108183388
938,Jon Valera,117.60907382126312
1015,Stylist B.,117.44745338206133
997,Richard Assad,117.38861268371213
998,Anahita Uberoi,117.38861268371213
950,Lou Beatty Jr.,117.35524233540946
949,Christopher Carley,117.35524233540946
948,Michael O'Hearn,117.35524233540946
1050,Tava Smiley,117.34280801680993
3616,Ashley Drane,117.31062921663136
1102,Daria Strokous,117.27664784903796
999,Dan Rizzuto,117.23932661416946
1019,Chase McKnight,117.18383032123252
1017,Bob Rumnock,117.18383032123252
1018,Megan O'Hara,117.18383032123252
1016,Ismael 'East' Carlo,117.18383032123252
1020,Trey Casteel,117.18383032123252
1030,Emil Marwa,117.15404602908168
951,Rothaford Gray,116.92638861033193
962,Natasha Wightman,116.77522193663746
963,Anna Abonisimova,116.74309150412272
939,Irma P. Hall,116.68399553849844
4084,Nick Damici,116.67008750569026
940,Julian Sedgwick,116.66560562588404
941,Jennifer Copping,116.66560562588404
942,Parker Goris,116.66560562588404
739,Faron Yoder,116.64894926186751
1001,Jackie Rosenbaum,116.64116678450532
1002,David Demato,116.64116678450532
1000,Maurice Godin,116.64116678450532
1021,Zoltan Butuc,116.58898854295217
1031,John Dossett,116.58743272493363
1032,Matthew Prater,116.51034247947132
1033,Tony Nappo,116.51034247947132
1034,Casper Martinez,116.51034247947132
953,Bates Wilder,116.48594424403608
952,Sim Evan-Jones,116.48594424403608
2181,Samrat Chakrabarti,116.42976698869398
964,Fermí Reixach,116.41308260307729
1035,Pieter Jan Brugge,116.33841378914256
943,Chris Tashima,116.2831259564414
1003,Robert Hy Gorman,116.19076969714362
944,Eric Thal,116.1874678979091
1004,Kerry Van Der Griend,116.14839702006772
1051,Christopher Cass,116.1350356270224
1103,Declan Joyce,116.08971133551832
1052,"Harry Connick, Jr.",116.04592867184446
1104,Samuel Witwer,116.03280461427542
1022,Katherine Hawkes,115.9941467646718
1023,Brian Berrebbi,115.9941467646718
1053,Philip Pavel,115.9289338495229
1036,Tonye Patano,115.86663892986098
1037,Michael Gier,115.86663892986098
2727,Leni Ito,115.80764890486886
1024,Roger Aaron Brown,115.71748264952782
945,Edd Kalehoff,115.70933016993416
4525,Jocelyn DeBoer,115.62293445352584
954,Robert Tinkler,115.61664615266264
1005,Eric Kot,115.5918482038594
2728,Vladimir Turchinsky,115.52266968706556
1105,Ruza Madarevic,115.51291526288132
965,Connor Matheus,115.47771947067484
955,Bella Cosper,115.40006335174026
1025,Timothy Paul Perez,115.3993049863914
1054,Benny Castor,115.26660307327376
1038,Eddie García,115.22293538025065
3219,Holliston Coleman,115.16175198994075
1106,Michael Consiglio,115.15818548401708
946,Don Edmonds,115.07401717934556
1055,Pat Skipper,115.07126853461163
966,Kathryn Howell,115.04521864868728
1006,Sarah Mutch,114.99292671057516
947,Caitlin Van Zandt,114.91879284758812
967,Aimee-Lynn Chadwick,114.89226755519724
948,Paige La Pierre,114.88212443889392
1107,James Chalke,114.86956847779147
1007,Angelina Phillips,114.84668729551294
968,Mariya Ignatova,114.83534243103064
949,Randal Reeder,114.75305471398428
956,Anna Barnholtz,114.74734806128924
957,Daniela Dib,114.74734806128924
958,Ian Embleton,114.74734806128924
2729,William Cuddy,114.67943852146654
2730,Sean T. Krishnan,114.67943852146654
3617,Norman Korpi,114.65884844196532
1056,Arnetia Walker,114.6113078206241
1039,Moritz Grove,114.57923183064032
4526,Maxx Hennard,114.53625273873708
1040,Jeffrey Licon,114.52281665002457
1057,Susan Duerden,114.4494437249897
1026,Ellie Gerber,114.42428713433564
2182,Jay Brazeau,114.40685597923792
1058,Joe Knezevich,114.39655365055415
3220,Devon Odessa,114.31961852017884
950,Marceline Hugot,114.27491698600934
1027,Shane Edelman,114.27107088296152
1028,Salar Ghajar,114.20962142983068
1059,Jason Cottle,114.20026777845528
1029,Cole Petersen,114.19615331409604
1108,Brian Martinek,114.19408627593413
969,Scott Ridgeway,114.18021700471218
959,Taylor Lipman,114.17529383341773
951,Esha Chauhan,114.06795329320484
970,Chuck Shamata,114.0648999850882
960,Rachel Veltri,113.97937919529066
1109,Alex Zahara,113.90020503072148
962,J. Kenneth Campbell,113.87804996991584
961,Stephen Bruton,113.87804996991584
1745,Jenni Burke,113.87336667086484
1060,Walter Coppage,113.8177223665406
971,Velocity Chyaldd,113.81650826992312
1061,Elle Downs,113.8044173758843
972,Barbara Mamabolo,113.80350338999904
1009,Simon Quarterman,113.79508372400664
1008,Eugene Jones III,113.79508372400664
963,Ebony Jo-Ann,113.73014952566103
4527,Gary Kohn,113.61257328116665
1062,Harrison Fahn,113.460340663538
973,Ken Ogata,113.38374588106412
3618,Brien Perry,113.3576840314244
952,John Amplas,113.31864153005948
974,Mathew Mills,113.31521536073708
740,Marian Quinn,113.30891992049584
1042,Lowell the Dog,113.29182473141964
1041,Mary Goggin,113.29182473141964
1091,Drew Tyler Bell,113.22690219006596
1110,Dov Tiefenbach,113.22633978207026
1063,Sherry Weston,113.1905330194636
2731,Lanny Flaherty,113.1007425004166
964,Merryn Owen,113.00875187854244
965,Daniel Louis Rivas,113.00875187854244
966,Jennifer Fishman,112.97632469005508
1457,Tobias Mehler,112.88897299807358
1458,Terry Camilleri,112.88897299807358
1030,Andrew Leman,112.88638723130164
975,Halston Autumn McMurray,112.88271453874955
4528,Alison Sealy-Smith,112.797561995075
1111,Elysia Skye,112.72868789996606
1064,Nathan Baesel,112.7282934858514
1044,Bruce Jarchow,112.6481211818093
1043,Debra Mayer,112.6481211818093
355,Alec McCowen,112.63811570782764
1011,Keith Nobbs,112.59724073743814
1010,Marc Donato,112.59724073743814
1031,Kika Child,112.59621496271406
953,Scott Thompson Baker,112.54712190964813
954,Blayne Weaver,112.54712190964813
976,Amber Starks,112.51822110334608
3619,Brennan Bailey,112.50124283880916
1065,Sheila Tousey,112.49187550579047
1012,Ken Beal,112.4540479768564
1112,Tom Whaley,112.44615986011654
1033,Karyn Michelle Baltzer,112.42509609498956
1032,Steven E. de Souza,112.42509609498956
955,Talina Boyaci,112.36236607410962
2732,Masami Kosaka,112.25670710862246
967,Frank Chiesurin,112.15763993970825
968,Megan McKinnon,112.01671741720853
1046,J. Bernard Calloway,112.00441763219897
1045,Angela Latham,112.00441763219897
1013,Akira Terao,111.9983192441539
1047,Jonathan Aube,111.94927020845095
1048,Gregg Edelman,111.9236435799796
960,Fernando Tielve,111.88422834613468
959,Tom Aldredge,111.88422834613468
958,Rileah Vanderbilt,111.88422834613468
957,Daniel Wyllie,111.88422834613468
956,Marek Oravec,111.88422834613468
1034,Michael Ciesla,111.83025431670922
1035,Judy Irola,111.83025431670922
356,J. Patrick McCormack,111.81543132135398
1113,Franck Khalfoun,111.75688886634568
1066,Gabe Nevins,111.73099872953786
1746,Carmen Filpi,111.7023482239371
4085,Alan Perrin,111.64720038764366
1067,Michael Nardelli,111.60705041474242
1068,Asami Miyajima,111.59327176654304
1114,Michael Daniel Cassady,111.57973579349206
969,Aaron Augenblick,111.48160658288646
1015,Esteban Cueto,111.39939775086964
1014,Ayana Haviv,111.39939775086964
1069,Tracy Goode,111.37700573598774
1050,Thierry Hancisse,111.3607140825886
1049,Tiffany Robertson,111.3607140825886
3221,Sandra Seacat,111.35472792491366
1115,Sean Rouse,111.32976503522944
2733,Hilary Greer,111.30651385907048
1051,Colette Divine,111.30588359805756
970,Tom Scholte,111.27015569579564
971,Sirio Maccioni,111.27015569579564
1038,Max Van Ville,111.23541253842885
1036,Bram Hoover,111.23541253842885
1037,Roman Ragazzi,111.23541253842885
1092,Joseph Cortese,111.14818069907936
1116,Rhoda Griffis,111.09523846047648
1747,Clyde Alves,111.01042504484958
961,Omar J. Dorsey,110.9279528901848
962,Bill Applebaum,110.9279528901848
4529,Fayette Hauser,110.883760255087
1016,Mike Schatz,110.8566500502389
1459,T. K. Carter,110.8499275087816
1117,Lorrie Bess Crumley,110.82465158879126
357,Liris Crosse,110.80567961422884
1017,Lisa Young Robinson,110.80047625758542
977,Pablo Cunqueiro,110.78717154790998
1052,Paul Hardiman,110.7752699786882
1070,Justine Basil,110.73320801497049
1053,Emy Aneke,110.71701053297828
1018,Nicole Tubiola,110.65956848786402
358,Liam Waite,110.64452073954752
1039,Teddy Lin,110.64057076014848
1041,Jennifer Van Horn,110.64057076014848
1040,Gary Metivier,110.64057076014848
1119,Ezra Stanley,110.63895259356144
1118,Alexandra Purvis,110.63895259356144
2183,Ilire Vinca Celaj,110.58580185026533
2734,Christian Monzon,110.56863632503416
2735,Michelle LaFrance,110.56863632503416
1054,Bourke Floyd,110.55363078305258
963,Lorelei Hill Butters,110.44981516220987
972,Delanna Studi,110.43135929183885
974,Helmut Bakaitis,110.40085760442224
973,Jason Seitz,110.40085760442224
975,Shawn Roe,110.35889148966628
1071,Clare Clifford,110.33858550990864
359,Hal Fishman,110.33070417311204
1093,Anne De Salvo,110.3300725366781
1019,Eugenia Yuan,110.29756526627509
978,Drew Nye,110.28770960682428
964,Daisy McCrackin,110.2121193804023
1020,Amira Quinlan,110.20155476430118
1055,Jordan Gelber,110.07330698336794
1043,Gene Pyrz,110.04572898186812
1042,Daniel Lillford,110.04572898186812
1072,Nhem Sokun,110.02153554447906
1056,Kayvon Zand,110.01911037727078
965,Trevor Duke Moretz,110.01901780334138
1094,Sacha Horler,109.97947669704304
966,Fiorella Campanella,109.97167743423496
1057,Randall Middleton,109.9317910094406
979,Matt Borlenghi,109.92164677019194
980,Tye Olson,109.92164677019194
1073,Lisa Marie Caruk,109.91096113689667
1074,Zelda Rae Williams,109.86463244485822
4530,Dwain Murphy,109.819785780081
1120,2 Tuff Tony,109.81329079910488
1075,Ashley Lyn Cafagna,109.78704710037098
967,Samuel Whitten,109.74511887455311
3620,"Cuba Gooding, Jr.",109.74220152523576
981,Douglas Dickerman,109.69512270727353
1076,Oliver Garnier,109.69029769845208
360,David Ross Paterson,109.64772325540748
977,Bo Hopper,109.53155951304882
978,Bob Papenbrook,109.53155951304882
976,Marieh Delfino,109.53155951304882
968,Tom Todoroff,109.49353970626
969,Kevin Townley,109.49353970626
982,Daniella Evangelista,109.4888843813329
1077,Lonny Ross,109.47292107147152
1046,Alex Nesic,109.45088720358773
1047,Dodie Brown,109.45088720358773
1045,Mercedes LeAnza,109.45088720358773
1044,Angie Milliken,109.45088720358773
1048,Jeremy Guskin,109.42320726974498
1058,Bryan Trujillo,109.3757237668774
4086,Frank D'Amico,109.33234615313113
4087,Hugh McLean,109.33234615313113
1095,Lucille Bliss,109.32999159843844
983,Ishan Dave,109.23274759268006
361,Jack O'Halloran,109.17349627680966
984,Ramon Hilario,109.05612199247388
985,José Rijo,109.05612199247388
986,Vanessa Horneff,109.05612199247388
970,Deak Evgenikos,109.01540197828508
1460,Aidan Devine,108.99624979124346
1748,Sabine Singh,108.95467643290792
2736,Dan Falcone,108.88056554144585
1050,Ricky Mabe,108.85604542530736
1049,Maisie Pacia,108.85604542530736
3222,Jonathan Ryland,108.78793610416508
1059,Paul T. Grasshoff,108.78589988414728
1060,Michael-Ann Connor,108.78589988414728
1061,Alexis Rhee,108.78589988414728
1062,Zahf Paroo,108.78589988414728
979,Alex Solowitz,108.69895668317444
980,Richard Leacock,108.66226142167542
987,Gus Krieger,108.55770631887408
971,Renji Ishibashi,108.53726425031012
981,Nicole Leroux,108.48840180340072
1063,Dan Albright,108.42759942184004
988,Richard Dutcher,108.3779875307084
362,Clint Carleton,108.37794834703928
972,Stephen Jasso,108.34411735700566
1078,Dominique DuVernay,108.29252678666418
1021,Dave Marchant,108.2669291692075
1051,Carl Maguire,108.261203647027
1079,Christine Willes,108.24138594791428
989,Steve O'Donnell,108.19059721475584
4531,Michael David Cheng,108.15944344647286
1064,Gregorio Smith,108.14219633453692
1065,Matthew Harkins,108.14219633453692
1121,Karen Dupont,108.10985980581168
1022,Dean Wray,108.07244078528494
973,Toshi Toda,108.0591265223352
1052,Corinne Reilly,108.04966900394868
990,Chad Brummett,108.01095999673888
1066,Peggy O'Neal,107.98261611367928
1080,Tim Parati,107.97165208834468
1081,Scott Patrick Green,107.95816911480716
2737,Don 'D.C.' Curry,107.9335891966744
1082,George de la Peña,107.92019834904907
982,Allegra Leguizamo,107.91826755968916
1083,Charlie Bodin,107.91437269731638
974,Marcel Van Heerden,107.87711685115649
1122,Lisa Enos,107.86969273186408
983,Brad Bellamy,107.85023473396896
991,Macdara Ó Fátharta,107.8413980501192
1023,Howard Witt,107.80586879116416
985,Mauro Maccioni,107.79296333030202
984,Dan van Husen,107.79296333030202
975,Joshua McLaurin,107.77693851425607
992,Karen Chilton,107.7578348258968
1749,Janine Theriault,107.67019061655348
1053,Brian A. Miller,107.66636186874663
993,Ezra Godden,107.66413581326312
2184,Aria Curzon,107.663819281051
976,Erika Ringor,107.58098879436028
1067,Bradley Mott,107.49849278492658
1068,Joseph Pilato,107.49849278492658
986,Karen Disher,107.45744476871928
1069,Jayme McCabe,107.44556393569718
1024,Terry David Mulligan,107.42084783119574
987,Aladár Laklóth,107.399558354644
1123,Jason Ellefson,107.38379321505388
978,Joleen Lutz,107.3758547451972
977,Trampas Thompson,107.3758547451972
1071,Laura Ballance,107.33986244633594
1070,Johnny Roc,107.33986244633594
994,Michael William Arnold,107.3250724370378
4088,Sandi Fix,107.2634662404809
995,Edward Carnevale,107.26020385291145
1084,LuLu Ebeling,107.25306972326688
996,Dan Joffre,107.23278305151744
1025,Louis Dupuy,107.20694729787994
1124,Kierstin Koppel,107.19715991800362
1125,Gina Wilkinson,107.1146609012317
979,Richard Finkelstein,107.10285106638533
2738,Robin Soans,107.0903580310754
1055,Stephen Lea Sheppard,107.07152009046628
1054,Eric Scott Woods,107.07152009046628
1026,Frankie Kang,107.07060950987923
1027,Olivia Negron,107.07060950987923
1028,Beau Baxter,107.07060950987923
1461,Rodney Afif,107.0498881878284
1462,Satomi Koorogi,107.0498881878284
988,Gary Levert,106.92366523892862
1126,Elarica Gallacher,106.89789369824368
1072,Jeremy Akerman,106.85478923531625
1073,Frank Caeti,106.85478923531625
997,Rafer Weigel,106.7941818785348
4532,Paudge Behan,106.71214439225788
1127,Rodney Sheppard,106.70713871019146
1074,Tim Ahern,106.69710877899264
980,Elissa Dowling,106.6247133384104
1029,Keith Loneker,106.6080258045957
1128,Afemo Omilami,106.57150590519991
1075,Lea Franklin,106.48422221401268
982,Trey Hardy,106.476115333609
981,Randy Irwin,106.476115333609
998,Jamie Donahue,106.45954765931974
983,Terasa Livingstone,106.44215166045632
984,Steven O'Donnell,106.44215166045632
2739,Janis Dardaris,106.40554388531515
1129,Geraldine Glenn,106.25238619117351
985,Royston Innes,106.23271148447378
4533,Antoni Corone,106.22313762060293
4089,Eugene Hütz,106.20856483447024
3223,Tyrees Allen,106.14981885410124
986,Jonny Burt,106.14657561043546
1085,Robert Prentiss,106.1255013698776
3621,George DeAngelo,106.10007608442191
1056,Ileen Getz,106.0735947387459
989,Tammy Kramer,106.05436714755524
999,Bruce Branit,106.02678527046072
987,Lino DiSalvo,106.00911482775984
1030,Stephanie Roth Haberle,106.00910431131146
1031,Amy Rosoff,106.00910431131146
1057,Sofia Bertolotto,105.88183653390551
4534,Steven Spiers,105.78752582703264
1130,Sadie Goldstein,105.67073597220394
1077,Gus Mattox,105.5673821360956
1076,Mia Soteriou,105.5673821360956
1000,Mirjam Novak,105.53020056496126
4535,Andy Umberger,105.52338045577682
4536,Marguerite McNeil,105.52338045577682
1131,Heather Juergensen,105.51634248039596
2185,Sebastien Roberts,105.50874138500124
988,Ron Prather,105.50844857571548
1132,Margaret Laney,105.48436783115947
4090,Anna Borchert,105.4648073776462
363,Aman Yatan Verma,105.44881460793012
1750,Shirly Brener,105.37706406469768
1086,Robert Storr,105.37509768531086
1087,Jerry Wasserman,105.37403126166636
4537,Alice Rawsthorn,105.29945816303248
4091,Vinay Shrestha,105.2923518380039
1060,Derrel Maury,105.28699475562516
1061,Kavan Reece,105.28699475562516
1059,Cheryl Alessio,105.28699475562516
1058,Allen Daviau,105.28699475562516
1133,Ryo Ishibashi,105.27759365730957
990,Brett Chukerman,105.18506905618185
1134,James Biberi,105.17593400709175
1001,Jason Fricchione,105.16126049274268
1062,Howard Rosenman,105.1545495159299
4092,Mariah Inger,105.1396603124506
989,James Edward Campbell,105.1246145670302
990,Brian Heiser,105.10865199474522
1002,Allen Nabors,105.09769974297372
3224,Cameron Bender,105.05615035279789
991,Geoffrey Wilkinson,105.00529919592611
1751,Adrian Truss,105.0047069478613
1135,Damien Fotiou,105.00049458422755
1078,Brandi Milbradt,104.92367858648522
1032,Tony Bustamante,104.81126132474296
1033,Mushond Lee,104.81126132474296
1079,De'Shawn Washington,104.76884777696264
991,David Darlow,104.71216242651067
1063,Hilary Shepard Turner,104.6921529773448
1003,Les Loveday,104.6920194324128
1034,Sean Hines,104.67797019122273
1005,Lalo Cibelli,104.6651989209862
1004,Nathan Mobley,104.6651989209862
2740,David Brisbin,104.66038858247504
3622,Shanna Forrestall,104.65994886433396
1035,Beverley Breuer,104.62610662217668
1006,Joseph Julian Soria,104.56081766304804
1037,Ruth Chiang,104.52289171686536
1036,Michael Arata,104.52289171686536
3225,"Robert Bailey, Jr.",104.42455025047644
3226,Jennifer Batter,104.42455025047644
992,Bernard Cuffling,104.38170768562648
994,Kira Tozer,104.3157709648084
993,Jack Mulcahy,104.3157709648084
1088,Rashaan Nall,104.27568017529433
992,Borislav Iliev,104.23402469853572
1007,Savannah Stehlin,104.23269809899864
1064,Lyle Kanouse,104.22006634588196
1080,Scott Caudill,104.21828188660878
3227,Tracy Britton,104.21401688303598
1038,Andrew Davoli,104.21233983145872
1008,Danso Gordon,104.20001428946954
1065,Dacia Fernandez,104.18690340580582
1081,Michael Cicetti,104.1260941096193
1066,Kojo Asiedu,104.09731119906442
2186,Vanessa Morley,104.06753304201796
1067,Calvin Hobson,104.06080682434096
1068,Yushin Maru,104.06080682434096
741,Michaela Dicker,104.03216624279445
995,Pernell Walker,104.02479252418132
1089,Heather Petrone,104.00073019590316
1096,Sarah Lassez,103.91761577673354
1752,Jaqueline Fleming,103.88763559735212
993,Diana Lubenova,103.7558869705608
1090,Hartley Neel,103.6632004395433
1009,Jonathon Trent,103.64444549290246
1091,Karren Karagulian,103.64428231760787
1082,Karen Kaia Livers,103.63627148726457
1083,Warren Draper,103.63627148726457
4093,Hamid Basket,103.6280498320982
1039,Ross Clarke-Jones,103.61341833817448
4094,Mncedisi Shabangu,103.52485432513572
1040,Boris Cabrera,103.48165053189447
996,Jeremie Harris,103.45738456495852
1010,Shani Pride,103.43021093730655
1092,Dan Minnick,103.41656418320008
3228,Betsy Lou Franco,103.3705051260895
1011,Anysha Berthot,103.36769645502352
1041,Barbara Eda-Young,103.34905064777948
1136,Rebecca Koon,103.3280085895816
994,Sean McEwen,103.27774924258588
995,Antony Thekkek,103.15985226856463
1069,Shannon Corley,103.0866576922774
1093,Michael Marisi Ornstein,103.03736473581276
1042,Ilram Choi,103.01449684489025
997,Tracey Ferencz,102.99531816778553
1085,Dorothy Elias-Fahn,102.9925679376542
1084,Brian Pulido,102.9925679376542
996,Phillip Jarrett,102.9583681821026
1086,Janaya Stephens,102.9418576629434
1012,Michael Birkeland,102.935195633036
1013,Raquel Merono,102.93080208547414
4095,Stephen A'Hearn,102.88206024439184
1094,Adam Gaudreau,102.86039493187135
997,Katarzyna Wolejnio,102.79961151461092
4096,James Ward Byrkit,102.77930332376366
1097,Harvey Loomis,102.72887565120452
998,Sally Mortemore,102.72450298113893
