Actor name,Value,Score
Barbara E. Robertson,4.69847694800981,2.501
Mark Tankersley,4.69687506988806,2.5005
Nick D'Agosto,4.69547701028272,2.5001
Purva Bedi,4.69514921193573,2.5001
Carolyn Neff,4.69435155637543,2.4998
Nikki Stanzione,4.69388761964636,2.4997
Bailey Michelle Brown,4.69386965506347,2.4997
Jake Muxworthy,4.69299907979728,2.4995
Steve Boyles,4.69284454142957,2.4994
Christiann Castellanos,4.69270999289831,2.4994
George Aloi,4.69270999289831,2.4994
Sam Comery,4.69135367626459,2.499
Edith Ivey,4.69026747139034,2.4987
Peigi Barker,4.68926168393692,2.4985
Laurie Gould,4.6890533093509,2.4984
Zineb Oukach,4.68895506156109,2.4984
Eliza Swenson,4.68762074698996,2.498
Alyssa Lobit,4.68698220318287,2.4979
Pete Luciano,4.68693029710834,2.4978
Madison Weidberg,4.68450594622115,2.4972
Haskell V. Anderson III,4.68371467270492,2.497
Sharisse Baker,4.68153192073842,2.4964
Jennifer Sommerfield,4.68100820540242,2.4962
Jessica Bork,4.680992323988,2.4962
Steven M. Porter,4.68063554667495,2.4961
Dillon Morgan Silver,4.67988032181648,2.4959
Clifford Bañagale,4.67988032181648,2.4959
Brandon Livanos,4.6790339646728,2.4957
Marcelo Tubert,4.6784215981011,2.4955
Davie-Blue,4.67794183807599,2.4954
Carlton Bluford,4.67528469465922,2.4947
Cheryl Ann Leaser,4.67506816606242,2.4946
Robert Lee Minor,4.67478676972273,2.4946
Jeremy Schonfeld,4.67363687489696,2.4942
Fatso-Fasano,4.67335101971898,2.4942
Erika Seifred,4.67164978350787,2.4937
Dana DiMatteo,4.67021224064684,2.4933
Hailey Anne Nelson,4.67013049160669,2.4933
Nicolas Levene,4.66999634695968,2.4933
Jessica Czop,4.66953107166684,2.4931
Yan Feldman,4.66895581345542,2.493
Gaynor Howe,4.66862682247074,2.4929
Lahoma Van Zandt,4.66580644969898,2.4921
Alyson Renaldo,4.66530807308077,2.492
Mona Lee Fultz,4.66357718916351,2.4915
Todd Bartels,4.66342477651556,2.4915
Gino Cafarelli,4.66308840038447,2.4914
Marcel Iureş,4.66239408769934,2.4912
Bridget Garwood,4.66215058249812,2.4911
Alyssa May Gold,4.66169492107426,2.491
Daniel Baldock,4.66135656612217,2.4909
Chuck Cason,4.66016225529499,2.4906
Mikhael Speidel,4.65916841598231,2.4903
Stephen Tyrone Williams,4.65760767359879,2.4899
Kii Kitano,4.65628835537645,2.4895
Kathryn Stockwood,4.65551806829128,2.4893
Augustin Legrand,4.65530980378286,2.4893
Robin Calvert,4.65530980378286,2.4893
Konstantin Khabensky,4.65501863192271,2.4892
Andrew Hefler,4.65381371036914,2.4889
Kerry O'Malley,4.65308654636921,2.4887
Bruce Bohne,4.65285057038676,2.4886
Dean Whitworth,4.64965760764236,2.4877
Mattew Dixon,4.64965760764236,2.4877
Gene Galusha,4.64579102104576,2.4867
Andrew Hinkson,4.64579102104576,2.4867
Mauralea Austin,4.64534938349761,2.4866
Jamie Spaniolo,4.64252108875948,2.4858
Annie Whittle,4.6423455746911,2.4857
Erica Roby,4.64227590999952,2.4857
Liu Xiaoye,4.64107648815789,2.4854
Adrienne DeFaria,4.63923896848016,2.4849
Anya Bergstedt Jordanova,4.63923896848016,2.4849
Stacey J. Aswad,4.63875104788823,2.4848
Amanda Polopolus,4.63865368469335,2.4847
Peter Stanovich,4.63743034057372,2.4844
Suzanne Marie Doyon,4.63571401594243,2.4839
Brendan Dunphy,4.63571401594243,2.4839
Michael Roberds,4.63539502203185,2.4838
Zachary Ray Sherman,4.63088569755958,2.4826
Feihong Yu,4.62978802288001,2.4823
Kelly Gunning,4.62890888203823,2.4821
Greg Brooker,4.62606507651989,2.4813
Teagle F. Bougere,4.62606507651989,2.4813
Kaye Marie Talise,4.62323294397093,2.4805
Tommy Nohilly,4.62259961849108,2.4803
Giovannie Pico,4.62202092174598,2.4802
Geneviere Anderson,4.62202092174598,2.4802
June Carryl,4.6194671981416,2.4795
John Youmans,4.61730100352945,2.4789
Shelly Varod,4.61703091988891,2.4788
K. C. Clyde,4.61654642409907,2.4787
Stacey LaBerge,4.61443505234264,2.4781
Robert Cicchini,4.61374453767766,2.4779
Sherry Phungprasert,4.61288564699222,2.4777
Trudy Hellier,4.61173176629817,2.4773
Marco Bacuzzi,4.61004997863986,2.4769
Cameron Hopkin,4.6088985519261,2.4766
Jana Berengel,4.60707609587039,2.4761
Seth Ginsberg,4.60707609587039,2.4761
Juliana Cannarozzo,4.60707609587039,2.4761
Alden Villaverde,4.60707609587039,2.4761
Tawny Amber Young,4.60707609587039,2.4761
Tyne Rafaeli,4.60660522238641,2.4759
Nik Fackler,4.60508654448894,2.4755
Faolan Morgan,4.60319014947905,2.475
Christian Vandal,4.6027383724578,2.4749
Lilach Mendelovich,4.60218392208183,2.4747
Pat McNeely,4.60218392208183,2.4747
Alison Lees-Taylor,4.60070333172171,2.4743
Oto Brezina,4.60021795702019,2.4742
Maureen Anderman,4.60020303135301,2.4742
Giana Luca,4.59977824837698,2.474
Xueying Zhao,4.59887920724799,2.4738
Zhensu Wu,4.59666263969524,2.4732
Kathryn Merry,4.5899886886381,2.4713
Hilary Pingle,4.58949965439025,2.4712
Gennadi Vengerov,4.58949965439025,2.4712
Brett Delbuono,4.5894026080633,2.4712
Cheryl Francis Harrington,4.58562596369707,2.4701
Robbie Sublett,4.58525342251627,2.47
Vladimir 'Furdo' Furdik,4.58337748755739,2.4695
Jeana Zettler,4.58234692241768,2.4692
Marie-Françoise Audollent,4.58234692241768,2.4692
Robert Vicencio,4.5788405178918,2.4682
Ryan Templeman,4.57852802880035,2.4682
Matt Birman,4.5779784011137,2.468
Edward Gelbinovich,4.57733170213808,2.4678
Dick Berggren,4.57618023439445,2.4675
Tatiana Velazquez,4.57567412938842,2.4674
Muhsin Hendricks,4.57147171317183,2.4662
Gralen Bryant Banks,4.57101486600251,2.4661
Ghanshyam Garg,4.57101486600251,2.4661
Christine Eads,4.57101486600251,2.4661
Lawrie Brewster,4.57013163720748,2.4658
Park Joong-hoon,4.56947772946821,2.4656
Bill Lippincott,4.56947772946821,2.4656
Lindsay Goranson,4.56857902702906,2.4654
Matt Riddlehoover,4.56836117069501,2.4653
Chira Cassel,4.56836117069501,2.4653
Tione Johnson,4.56836117069501,2.4653
Sebastian Cetina,4.56836117069501,2.4653
Eric L. Haney,4.56807684158524,2.4652
Mandy Haines,4.56557526681829,2.4646
Sarah Glendening,4.56396970034172,2.4641
Aspen Steib,4.56392934651046,2.4641
Ahmad Khan Mahmidzada,4.56384248081153,2.4641
Chris Hartsell,4.56384248081153,2.4641
Tanner Blaze,4.56384248081153,2.4641
Jessica Fuselier,4.56384248081153,2.4641
Zhu Qilong,4.56368692477158,2.464
Audia Tulloch,4.56290669518448,2.4638
Meredith Roberts Quill,4.56250992275354,2.4637
Arne Kruithof,4.56250992275354,2.4637
Brian Spitulnik,4.56199496026058,2.4636
Olivia Morgan Scheck,4.56100414251794,2.4633
Tirlok Malik,4.56065834692951,2.4632
Suzanna Urszuly,4.56056187181973,2.4632
Chris Lovick,4.56048546880784,2.4631
Connor Widdows,4.55933732037437,2.4628
Yan Birch,4.55823735841289,2.4625
Akio Ohtsuka,4.55771007403343,2.4624
Todd Kimsey,4.55703698335919,2.4622
Michael Jamorski,4.55599217103328,2.4619
Khan Bonfils,4.55262644648945,2.4609
Nathan Crooker,4.55114699720055,2.4605
Shawnee Robertson,4.5494626922405,2.46
Belinda Everett,4.54731935137856,2.4594
Anna Tolputt,4.54721930771317,2.4594
Innis Casey,4.54660713425575,2.4592
Justin Urich,4.54480245457049,2.4587
Jeri Arredondo,4.54314953068117,2.4583
Monique La Barr,4.54200916622318,2.458
Roy Abramsohn,4.54039720473249,2.4575
Rachael Reckless,4.53985076980901,2.4574
Katherine Pawlak,4.53985076980901,2.4574
Cassidy Hinkle,4.53887741989218,2.4571
George Fivas,4.53817407540765,2.4569
Jonathan Michael Trautmann,4.53690281476368,2.4565
John Eddins,4.53588400422213,2.4562
Lisa Dunsheath,4.53480450913453,2.4559
I. Gusti Ayu Puspawati,4.53359889683464,2.4556
Lance Zitron,4.53327298213483,2.4555
Veronika Dash,4.53207135435688,2.4552
Erbi Ago,4.53060612622584,2.4548
Jana Winternitz,4.52986183296323,2.4545
Maja Stankovska,4.52968846092304,2.4545
Pia Artesona,4.52964624551962,2.4545
Sorel Carradine,4.52820366723769,2.4541
Brian O’Hara,4.52790671324609,2.454
Ben Geldreich,4.52790671324609,2.454
Darla Vandenbossche,4.52790671324609,2.454
Tara Killian,4.52789129386697,2.454
Tad Horino,4.52719119876901,2.4538
Deanna Dozier,4.52705113543553,2.4537
Sarah Litzsinger,4.52700889248084,2.4537
Warrick Grier,4.52367839220998,2.4528
Sam Oz Stone,4.5236779612642,2.4528
Leandra Terrazzano,4.52332383840443,2.4527
Curt Clendenin,4.52300580046101,2.4526
Brad Dorfman,4.52285285619449,2.4526
Brenda Bazinet,4.52253219211339,2.4525
Alexandra Staden,4.52220054899723,2.4524
Andrew Caple-Shaw,4.52050045187451,2.4519
Brian Pimental,4.52027264422739,2.4518
Sebastião Lemos,4.5192399072329,2.4515
Brienne De Beau,4.51754053625264,2.4511
Jade Griffiths,4.51695172686815,2.4509
Tomiko Suzuki,4.51695172686815,2.4509
Judson Pearce Morgan,4.51537998535261,2.4505
Stuart Emmons,4.51340502719745,2.4499
Devra Korwin,4.51315131541824,2.4498
Luís Miguel Cintra,4.51285594021176,2.4497
Margaret Rose Champagne,4.51184124747002,2.4495
Gillian Ferrabee,4.51044377516699,2.4491
Cynthia Ickes,4.50914131578686,2.4487
Prodigal Sunn,4.5087051051451,2.4486
Danielle Calvert,4.50818301195115,2.4484
Bailey Garno,4.50664700091819,2.448
Amber Shonts,4.50503045331963,2.4475
Cedric De Souza,4.50371461412126,2.4471
Ivan Sandomire,4.5029989237611,2.4469
Maija Polsley,4.50279076352485,2.4469
Daisy von Scherler Mayer,4.50279076352485,2.4469
Wayne Charles Baker,4.4989634047168,2.4458
Steffi Wickens,4.4980351669973,2.4455
Guido Palliggiano,4.49471281369383,2.4446
Lauren C. Mayhew,4.49421308085251,2.4444
E.J. Bonilla,4.49265655857781,2.444
Jonshel Alexander,4.4923981609002,2.4439
Greg Hollimon,4.49197094568065,2.4438
"Lillo Brancato, Jr.",4.49093132034424,2.4435
Lionel Mark Smith,4.48818097890626,2.4427
Garrison Hershberger,4.48619443490569,2.4422
Valentina Smirnova,4.48533295890027,2.4419
Katharine Leonard,4.48523177101633,2.4419
Michael J. Burg,4.48514749253034,2.4419
Romi Dias,4.48316192409696,2.4413
Kirk Zipfel,4.48208298778077,2.441
Lara Boyd Rhodes,4.48173601204727,2.4409
J. David Moeller,4.48143664313729,2.4408
Paolo Arvedi,4.48043633410373,2.4405
Catherine Mangan,4.47669072242196,2.4395
Bren Allison,4.47553644032766,2.4391
Jerome Fontamillas,4.47428027677097,2.4388
Steve Polites,4.47394345792383,2.4387
Craig Stanghetta,4.47308134380364,2.4384
Lalainia Lindbjerg,4.47200214623219,2.4381
Olivia Krevoy,4.4686277264327,2.4371
Donna Pieroni,4.4686277264327,2.4371
Kishore Mandhyan,4.46685169637138,2.4366
John Stirratt,4.46540967465142,2.4362
Michelle Boback,4.46358313562125,2.4357
Christopher Borgzinner,4.46332492443281,2.4356
Lev Friedman,4.46332492443281,2.4356
Jianna Ballard,4.46257409801386,2.4354
Serena Varghese,4.46239633295582,2.4354
Rona Figueroa,4.46227125471193,2.4353
Jill-Michele Meleán,4.46195071585751,2.4352
Shayn Solberg,4.46101081373458,2.435
Joanna Chilcoat,4.46082209398678,2.4349
Patrizio Pelizzi,4.46082209398678,2.4349
Tilly Hatcher,4.45978695804719,2.4346
Roman Podhora,4.45949881344735,2.4345
Heather Dilly,4.45820120235853,2.4342
Kendrick Ong,4.45535693059267,2.4333
Allen Lewis Rickman,4.45531236326362,2.4333
Talia-Lynn Prairie,4.45461709925009,2.4331
Aleksandar Ribak,4.45303029587639,2.4327
Wanetah Walmsley,4.45238698361513,2.4325
Blaire Restaneo,4.45221639516886,2.4324
Christian Thomas Ashdale,4.45204645441465,2.4324
Danny Schechter,4.45199889686332,2.4324
Yvette Lera,4.45193202302916,2.4323
Marianne Stanicheva,4.45166207950497,2.4323
Riddlore,4.4510827379971,2.4321
Celestin Cornielle,4.45076314057986,2.432
Jon Baggio,4.45035352152166,2.4319
Conor McDermottroe,4.44978620638801,2.4317
Niki Spiridakos,4.44914185643783,2.4315
Audra Glyn Smith,4.44858903707649,2.4314
Felicia Loud,4.44748347325684,2.4311
Ivan G'Vera,4.44699637948631,2.4309
Tyler Poelle,4.44674036878375,2.4309
Trevor Erickson,4.44672310288022,2.4308
Deborah Worthing,4.4454411646884,2.4305
Nicolas Haywood,4.44537067332481,2.4305
Dani Jazzar,4.44521068052426,2.4304
Amy Sobol,4.44384616440816,2.43
Corey Mendell Parker,4.44167905876352,2.4294
Valerie Geffner,4.44135736264191,2.4293
Yelyna De Leon,4.44061916790005,2.4291
Ric Reitz,4.44061916790005,2.4291
Romeo Roselli,4.44014341190297,2.4289
Dylan Clark Marshall,4.44014341190297,2.4289
Christina Warthen,4.43609765270443,2.4278
Krista Swan,4.43604858439423,2.4278
Leah Grimsson,4.43569202810343,2.4277
Susan Schramm,4.43569202810343,2.4277
Londale Theus,4.43463839856432,2.4274
Constance Stride,4.432510175439,2.4267
Eilidh Fraser,4.43038983678229,2.4261
Tommy Farra,4.42788676602637,2.4254
Geoff Revell,4.42365092510452,2.4242
Dylan Clements,4.42365092510452,2.4242
Keon Mohajeri,4.42266705161221,2.4239
Ray Xifo,4.42252651950959,2.4238
Douglas Nyback,4.42159299045369,2.4236
Francisco Labbe,4.42003422217791,2.4231
Lomax Study,4.41834255080212,2.4226
Lisa Glasberg,4.41658213456781,2.4221
Deborah Puette,4.41388993288513,2.4213
Michelle Glavan,4.41388993288513,2.4213
Brynn Horrocks,4.41350146999348,2.4212
John Ellison Conlee,4.41350146999348,2.4212
Heather Joy Budner,4.41302923129376,2.4211
Veronika Bellová,4.41067050976537,2.4204
Don Festge,4.41016776017704,2.4203
Greg Kean,4.40963338148019,2.4201
Patricia Harras,4.40843150360667,2.4197
Traci Hovel,4.40499838165879,2.4187
Todd Rotondi,4.40435891583691,2.4186
Karen Ardiff,4.40428125762401,2.4185
Shake Tukhmanyan,4.40381392544037,2.4184
Danny Babington,4.40381392544037,2.4184
Elissa Sursara,4.40209788738102,2.4179
Doug Dearth,4.40180610472738,2.4178
Rainer Judd,4.39950232375283,2.4171
Jonan Everett,4.39849231368599,2.4168
Brynn Clagett,4.39812231461316,2.4167
Vali Rupita,4.3980195612649,2.4167
J.R. Starr,4.39755207298019,2.4166
Marc Bonan,4.39738535762752,2.4165
Rand Holdren,4.39738535762752,2.4165
Chris Kies,4.39550965597015,2.416
Jasmin Dring,4.39536597681275,2.4159
Troy Aguayo,4.39144166372733,2.4148
Steven Buehler,4.3913509782732,2.4148
Amandina Lihamba,4.38939668697381,2.4142
Cathy Meils,4.38806230702471,2.4138
Jim Zubkavich,4.386355468029,2.4133
Arturo Goetz,4.386081748295,2.4132
Joey Manley,4.38465503479985,2.4128
Lianna Pai,4.3843436270155,2.4127
Aidan Drummond,4.38416364298431,2.4126
Aaron Yonda,4.38416364298431,2.4126
Whittni Wright,4.38410020548967,2.4126
John Wraight,4.38397692577623,2.4126
Robert Verlaque,4.38397692577623,2.4126
Danielle Noe,4.38397692577623,2.4126
Alisdair Stewart,4.38397692577623,2.4126
Cece Pleasants,4.38106272368084,2.4117
Emily Haack,4.37913000642724,2.4112
Benedicte Aubert Ringnes,4.37908282407371,2.4112
Kevin M. Horton,4.37568190902476,2.4102
Tamara Donnellan,4.37385546228241,2.4096
Mercer Boffey,4.37216088095767,2.4091
Mayumi Miyata,4.3701412507825,2.4085
Katya Gardner,4.36994347298217,2.4085
Brea Frazier,4.36649525848543,2.4074
Kente Scott,4.36634255856956,2.4074
Roger O'Donnell,4.36614102170459,2.4073
Rob Boltin,4.3655466187516,2.4072
Alison Moir,4.3655466187516,2.4072
Randy Oliva,4.36511682099479,2.407
Marcelle Larice,4.36382620232622,2.4067
Maiko Asano,4.36337030162121,2.4065
Chad Villella,4.36337030162121,2.4065
Katrina Vasilieva,4.36215286893941,2.4062
Jason Vaisvila,4.35954280873686,2.4054
Rachel Emmers,4.35884535098298,2.4052
Lindsay Ballew,4.35841493497359,2.4051
Jessica Luza,4.3583854796056,2.4051
Rett Terrell,4.35780891890217,2.4049
Yvonne Niami,4.35692894806659,2.4046
Irie Driscoll,4.35588860722919,2.4043
Tim Halligan,4.35455171522507,2.4039
Krissy Perez,4.35441242913613,2.4039
Daryl Shuttleworth,4.35315148582308,2.4035
Allie Raye,4.35246820162148,2.4033
Natalie Compagno,4.3510523283774,2.4029
Susie Goliti,4.35002415631603,2.4026
Lorne Brass,4.34879818637352,2.4022
Lily Javaherpour,4.34873218042644,2.4022
Jarreth J. Merz,4.34873218042644,2.4022
Christopher Michael Holley,4.34851129087808,2.4021
Rob deLeeuw,4.34822787541887,2.402
Igal Ben Yair,4.34822787541887,2.402
Charlie Koznick,4.34822787541887,2.402
Hassam Ghancy,4.34663504987934,2.4016
Emilee Wallace,4.34592827995254,2.4014
James Applebury,4.34473400194505,2.401
Monica Allgeier,4.34330279545029,2.4006
Debargo Sanyal,4.34329503185401,2.4006
Casey Fallo,4.34317818284189,2.4005
Pip Mushin,4.3417005769965,2.4001
Sarah Loew,4.34120726438393,2.4
Tamara Whatley,4.34001963019422,2.3996
Evelina Pereira,4.33894639250129,2.3993
Dustin Harnish,4.33894639250129,2.3993
Travis Hinson,4.33771439556225,2.3989
Karl Wiedergott,4.33678254355245,2.3986
Elizabeth Gast,4.33607161964272,2.3984
Mike Bacarella,4.33607161964272,2.3984
Amanda Jane Tilson,4.33600303447716,2.3984
Mikael Jorgensen,4.33504402307967,2.3981
Johnny Pascucci,4.33480318136917,2.3981
Marc Scrivo,4.32923024532265,2.3964
Jordan Ranft,4.32887084241991,2.3963
David Lenneman,4.32840805035202,2.3961
Vera Cudjoe,4.32527000189299,2.3952
Celeste Pechous,4.32503609838224,2.3951
Kiersten Morgan,4.32446592678379,2.395
Wilson Gouveia,4.32446090936112,2.395
Kate Krieger,4.3240200888782,2.3948
Jamye Waxman,4.32282369394683,2.3945
Rositza Chernogorova,4.32278767494122,2.3945
James C. Burns,4.32237066746467,2.3943
Jillian Johns,4.32148873202556,2.3941
Yassmin Alers,4.31865675431405,2.3932
Tsidii Leloka,4.31285823131856,2.3915
Seb Castang,4.31229210785342,2.3913
Jeremy Denzlinger,4.31229210785342,2.3913
Alexandra Townsend,4.31069814921827,2.3908
Jessenia Da Silva,4.30937590393629,2.3905
Rick Skene,4.30831821158309,2.3901
Chad Jamian Williams,4.30480427657888,2.3891
Rayne Guest,4.30479293890793,2.3891
Peyton Hinson,4.30438929266259,2.389
Eric Gores,4.30438929266259,2.389
Gabriel Womack,4.30403959090353,2.3888
Eric Frandsen,4.3029248619159,2.3885
Jamin Fite,4.30243089421192,2.3884
Glenn Rockowitz,4.3013141534022,2.388
Annika Svedman,4.2999882347099,2.3876
Gemma Lozano,4.2999882347099,2.3876
Jean-Michel Richaud,4.2971525677189,2.3868
Sahra Mellesse,4.29668394011541,2.3866
Sonny Gill Dulay,4.29213863150621,2.3853
Amber Joy Williams,4.29171976509991,2.3851
Kristin McCollum,4.29171976509991,2.3851
Zemphira Gosling,4.29154462965398,2.3851
Jackeline Olivier,4.29080022566138,2.3849
Jonathan Osser,4.2906950245823,2.3848
Carson Elrod,4.28993750740257,2.3846
Trish Egan,4.28945416529382,2.3845
Keegan Boos,4.28907791311368,2.3843
Jeremy Kewley,4.28905519858128,2.3843
Rejean Cournoyer,4.28867991588095,2.3842
Anne Marsen,4.28639056750007,2.3835
Danielle Hartnett,4.28571964418146,2.3833
Aneliese Roettger,4.28479192745549,2.383
Peter-Hugo Daly,4.28389044843201,2.3828
Dario Deak,4.28380819631789,2.3828
Stephen Pawley,4.28367820023999,2.3827
Derrick Denicola,4.2835002383756,2.3827
Natacha Itzel,4.28328567235586,2.3826
Sara-Marie Maltha,4.27890358864381,2.3813
Isaac Durnford,4.27823136890665,2.3811
David Firestar,4.27723560793907,2.3808
John Lepard,4.27688469232084,2.3807
Nahanni Arntzen,4.27439102096618,2.3799
Mando Alvarado,4.27387493694945,2.3797
Liz Bender,4.27162543322272,2.3791
Sebastian La Cause,4.2679299633303,2.3779
Sean Modica,4.26589918651356,2.3773
Genny Tulloch,4.26502259019808,2.3771
Michael Hartson,4.26495492779135,2.377
Veselin Kalanovski,4.26495492779135,2.377
Danielle Hoetmer,4.26478332586763,2.377
Alin Olteanu,4.26441072327075,2.3769
Rory Copus,4.26435677264595,2.3769
Nick Annunziata,4.26221310136949,2.3762
Venesa Talor,4.26220243168294,2.3762
Bozidar Smiljanic,4.26217585710013,2.3762
Sue Cremin,4.26166028514363,2.376
Timm Zemanek,4.26158813605879,2.376
Florence Kastriner,4.26128203626942,2.3759
Jerry Swindall,4.2603220492258,2.3756
Karla Droege,4.26027392807666,2.3756
Patrick Sebes,4.25882423701989,2.3752
Joel Gourdin,4.25864176929195,2.3751
Rhianna Van Helton,4.25864176929195,2.3751
Suzanna Sanchez,4.25735634825898,2.3747
Jason Buuck,4.257245981362,2.3747
Mike Hydeck,4.25513743640702,2.374
Rusty Sneary,4.25061549205296,2.3727
Curtiss Frisle,4.24962510588769,2.3724
Millena Gay,4.24945347924016,2.3723
David Ackert,4.24874775548118,2.3721
Angelo Spizzirri,4.24800322032129,2.3719
Kieran Campion,4.24746772089626,2.3717
Yoram Toledano,4.24686148639783,2.3715
Ari Hoptman,4.24531897968698,2.371
Sam Dahler,4.24511792812721,2.371
Robert Oppel,4.24381176742036,2.3706
Sean Patrick Brennan,4.24367703163419,2.3705
Kiley Liddell,4.24326993203007,2.3704
Felix Mosse,4.24042057272253,2.3696
Theo Fraser Steele,4.24042057272253,2.3696
Spencer Lacey Ganus,4.23830440950422,2.3689
Brad Bukauskas,4.23830322526811,2.3689
Adrianne Frost,4.2380751361558,2.3688
Emily Brooke Hands,4.23566190254937,2.3681
Harold E. Varmus,4.23516246456319,2.3679
Danielle Lilley,4.23328039394197,2.3674
Teresa Yenque,4.23208463646892,2.367
Tia Matza,4.22986415489706,2.3663
Brian Ronalds,4.22986415489706,2.3663
Shelly Burch,4.22875092856475,2.366
Michel Francoeur,4.22816345415829,2.3658
Tim Lounibos,4.22775203548974,2.3657
Jonathan M. Woodward,4.22649642865909,2.3653
Orgyen Tobgyal,4.22554971206835,2.365
Cedric Pendleton,4.22528092846306,2.3649
Katherine Holme,4.22467837983551,2.3647
Amanda Philipson,4.22448268955712,2.3647
Jake Kaese,4.22432676269065,2.3646
Carolyn Purdy-Gordon,4.22380494807789,2.3645
Avery Sommers,4.22360663646977,2.3644
Steven Holmberg,4.22263553985313,2.3641
Stanimir Stamatov,4.21992684411658,2.3633
Anailin de la Rua de la Torre,4.21992684411658,2.3633
Peter Lorenzelli,4.21954793536807,2.3631
Doug Spearman,4.21887944926533,2.3629
Kim Yun-seok,4.21813624130783,2.3627
Kim Argetsinger,4.21557571482266,2.3619
