Actor name,Value,Score
Steven Hartley,52.6413163469337,4.8712
Tina Holmes,52.6125565941099,4.8707
Michele Hall,52.6061030881169,4.8706
Stella Davis,52.6046037593668,4.8706
Alfonso Arau,52.603912426553,4.8706
Sean Bishop,52.5999819618195,4.8706
Ian Brennan,52.595611933946,4.8705
Harvey Schwartz,52.5818520611869,4.8703
Ryan Cooley,52.5360728974886,4.8696
Yul Vazquez,52.5186200580531,4.8694
Jeremy Wallace,52.4969310908728,4.869
Grant Bowler,52.4942139080174,4.869
Frank Maxwell,52.4940722815592,4.869
Meg Wolf,52.4940722815592,4.869
Connie Ray,52.4856748031297,4.8689
Darren Le Gallo,52.4677038967927,4.8686
Lalo Guerrero,52.4650931318561,4.8686
Tina Bush,52.4642855276824,4.8685
Aloma Wright,52.4642855276824,4.8685
Brian Klugman,52.4559919145184,4.8684
Ray Fearon,52.4553658247676,4.8684
Yusuf Gatewood,52.4310448469457,4.8681
Dorothy Gordon,52.4252576296326,4.868
John Patrick Amedori,52.4181189901518,4.8679
Chloe Domont,52.4136696286111,4.8678
Tommy Ramone,52.4043466970595,4.8677
Elise Gatien,52.3943703808399,4.8675
Jesse Moss,52.3920691663469,4.8675
Kene Holliday,52.3920691663469,4.8675
Peter Grosz,52.3814331451295,4.8673
Brad Hawkins,52.3710361488061,4.8672
Israel Islas,52.368130757304,4.8671
Casey Powell,52.3383208748536,4.8667
Forbes March,52.3341096882307,4.8666
Grace Huang,52.3224775752881,4.8664
Mark Brien,52.3196789761785,4.8664
Thomas Wheatley,52.2937745491182,4.866
Frank John Hughes,52.2774108760875,4.8658
Josh Holt,52.2655957007206,4.8656
Richard O'Brien,52.2383704649128,4.8652
Benjamin Diskin,52.2351014431338,4.8651
Jamie Hawkins,52.2090559902202,4.8648
Carey Van Dyke,52.1884127845804,4.8644
Blaze Starr,52.1769240540062,4.8643
Crawford Wilson,52.1769240540062,4.8643
Leigh Lawson,52.1741665505131,4.8642
Harrison Knight,52.1700347983396,4.8642
Carl Watts,52.1626660485545,4.8641
Hope Clarke,52.1408193380648,4.8637
Narges Rashidi,52.1144119634032,4.8633
Elizabeth Berrington,52.1016367491633,4.8632
Michelle Thorn,52.0974398349977,4.8631
Mercedes Morán,52.0964527797277,4.8631
Marika Dominczyk,52.0950415345311,4.8631
Max Zimmermann,52.092124200107,4.863
Nika Futterman,52.0423452113878,4.8623
Ted Cunningham,52.0208781392076,4.8619
Scott Mueller,52.0207131194822,4.8619
Wayne Bernard,52.0124164912285,4.8618
Thakoon,52.0094126616106,4.8618
Steffan Rhodri,52.0071289347238,4.8617
Ian O'Brien,51.9855259557352,4.8614
Jonathan Mangum,51.9631198996337,4.8611
Kia Jam,51.9571507866353,4.861
Arthur Kane,51.9540098095267,4.8609
Sharon Morris,51.9540098095267,4.8609
Mike Massey,51.9454732979069,4.8608
Jessica Horn,51.9454732979069,4.8608
Pamela Gidley,51.9439864039667,4.8608
David Ryall,51.9320530732763,4.8606
Tracy Wright,51.9266378555989,4.8605
Jeff Seymour,51.921176618673,4.8605
Jim Morse,51.921176618673,4.8605
Don Fischer,51.921176618673,4.8605
Lillian Dube,51.9191427461691,4.8604
Derek Waters,51.9180313963896,4.8604
Isaac Hanson,51.8725211307827,4.8597
Miles Elliot,51.869418707191,4.8597
Jeremy Shamos,51.8499380209065,4.8594
Lindsay Frost,51.8356065924378,4.8592
Jacek Koman,51.8271294779417,4.859
Kerry Walker,51.8193768293719,4.8589
Chus Lampreave,51.8164161476924,4.8589
Andrea Andrei,51.8047579028583,4.8587
Jai Rodriguez,51.8032584466868,4.8587
Angelique Cabral,51.8032584466868,4.8587
Mohammed Amer,51.7812440053464,4.8584
Brooke Dillman,51.7618549594849,4.8581
Madison Arnold,51.7593147078162,4.858
Lisa Branch,51.7591078494682,4.858
Ryan Orion,51.7553697327431,4.858
Elena Jacob,51.7379848207137,4.8577
Jake Simons,51.7113993516,4.8573
Stephanie Niznik,51.6788373992155,4.8568
Jill Larson,51.6710860852276,4.8567
Mark O'Brien,51.6531355630566,4.8564
Yukmouth,51.6496465027044,4.8564
Alexis Harris,51.6474776551611,4.8563
John Macho,51.6469782773963,4.8563
Ari Cohen,51.6370795419049,4.8562
Michael McShane,51.63276381611,4.8561
Dave Dawson,51.6251047401225,4.856
Nick Vergara,51.615524509958,4.8559
Tom McGowan,51.6152062398988,4.8559
Joe Dinicol,51.6113051105401,4.8558
Rose Bray,51.6060682374419,4.8557
Michael Dobson,51.5935090044014,4.8555
Rena Owen,51.5935090044014,4.8555
Michael Boatman,51.5912167862557,4.8555
Brandy Snow,51.5679386065133,4.8551
Scott Hanks,51.5553076547933,4.8549
Augustus Prew,51.5499886468283,4.8549
Annie Fair,51.5349559173503,4.8546
Kristen Dalton,51.5335708664698,4.8546
Rob Welsh,51.5318906888484,4.8546
Robert Michael Ryan,51.5044796763695,4.8542
Michael Teh,51.5017060626835,4.8541
Lynn Chen,51.4878039296434,4.8539
Josh Feldman,51.4844312216734,4.8539
Lee Ranaldo,51.480577032616,4.8538
Chuck Huber,51.4499740426655,4.8534
Jasmine Woods,51.4476003808576,4.8533
Scott Adsit,51.4359980784734,4.8531
Natalie Cohen,51.4284845696249,4.853
Alicia Miles,51.3962700559907,4.8525
Anna Marie Dobbins,51.3962700559907,4.8525
Rachel Hendrix,51.3914999391212,4.8525
Ross Patterson,51.391137394127,4.8525
Dizzy Reed,51.3746329853358,4.8522
Caitlin Gerard,51.3661733106341,4.8521
Ward Churchill,51.3505031191644,4.8518
Baba Jon,51.3465405643929,4.8518
Crystal Keith,51.3465405643929,4.8518
Grégory Fitoussi,51.3447823001322,4.8518
Wynn Everett,51.3339195755401,4.8516
Joel Rush,51.3236588618241,4.8514
Wayne Webb,51.304736182338,4.8512
T. D. Jakes,51.3016034845533,4.8511
Daria Nicolodi,51.2915322521956,4.851
Karen Lloyd,51.2868957361267,4.8509
Maxim Mehmet,51.2757471505233,4.8507
Amanda Swisten,51.2753908398338,4.8507
Allan Rich,51.2704536230139,4.8506
Bruce Altman,51.2647975077882,4.8505
Bobbe' J. Thompson,51.2644489716407,4.8505
Shoshannah Stern,51.2618239300032,4.8505
Emily Barclay,51.2365079094582,4.8501
Walt Dohrn,51.2364837425893,4.8501
Jessica Napier,51.2341979777548,4.8501
Dan Gauthier,51.2315778521318,4.85
Hallee Hirsh,51.2250394677404,4.8499
Margot Knight,51.222084419752,4.8499
Isabella Leong,51.2172138798799,4.8498
Kelly Hyde,51.2132023086853,4.8498
Ann Nesby,51.2105249398408,4.8497
Kristin Dattilo,51.1979223486811,4.8495
Christopher Rivera,51.1973907039179,4.8495
Javier Arellano,51.1668425755063,4.8491
Luke Richards,51.1409017247028,4.8487
Vedette Lim,51.129238355373,4.8485
Jean Fields,51.1077247906044,4.8482
Calvin Levels,51.1029138623549,4.8481
Lance Guest,51.0978029451082,4.848
Jacqueline Mazarella,51.0899098542746,4.8479
Eddie Shin,51.0848689661071,4.8478
Jeff Carpenter,51.0717897659823,4.8476
Dave Costa,51.0366683308414,4.8471
Mike Inez,51.0008048642642,4.8465
Joe Swanberg,50.9890451782397,4.8463
Jerry Weintraub,50.9879512018082,4.8463
Travis Schuldt,50.9875564559773,4.8463
Carly Foulkes,50.9437698984089,4.8456
Jean-Pierre Cassel,50.9404266119406,4.8456
Hallie Todd,50.9397426731554,4.8456
Anthony De Marco,50.9259170362394,4.8454
Alana Husband,50.8964886741033,4.8449
Emily Patterson,50.8928337509008,4.8449
Kristen Cloke,50.8758857127698,4.8446
Mia Yi,50.8705122969497,4.8445
Teresa Ganzel,50.8698123867503,4.8445
Cole Jensen,50.8615362101145,4.8444
Nick Roux,50.8505215298391,4.8442
Glenn Foster,50.8431431078792,4.8441
Adrian Pintea,50.8431431078792,4.8441
Bruce Burton,50.8396420662891,4.844
Elizabeth Bogush,50.8215983428181,4.8438
Aleks Paunovic,50.8215983428181,4.8438
Maureen Murphy,50.80356462158,4.8435
Al Garrison,50.7869650115838,4.8432
Connie Cooper,50.7797945426041,4.8431
Alexandria Mitchell,50.7737713340834,4.843
Susan Gibney,50.773085273855,4.843
Brian McGrath,50.7171972220193,4.8422
Patrick Levis,50.7144831234263,4.8421
Ralph Rodriguez,50.6910428837692,4.8418
Dameon Clarke,50.6876656976064,4.8417
Lance Frank,50.6795025830447,4.8416
Paul McGill,50.6770819717175,4.8415
Terri Garber,50.6208682624333,4.8407
Nicholas Bird,50.6203566824608,4.8407
The Lu Le,50.5623422602238,4.8398
Gia Natale,50.54035778061,4.8394
Katie Finneran,50.5266982562901,4.8392
Denise Dowse,50.4999164008162,4.8388
Patrick Kilpatrick,50.4938057907546,4.8387
Lauren Wilder,50.4897534294504,4.8387
Kevin Cooney,50.4842624286974,4.8386
David Soloman,50.4662052325634,4.8383
Adam Jennings,50.4552182640593,4.8381
Kenny Hotz,50.453817661885,4.8381
Lauren Clinton,50.4418348878357,4.8379
Tom Strauss,50.4418348878357,4.8379
Delaney Williams,50.4416036781582,4.8379
Jessica McLeod,50.4351643826374,4.8378
Harry Crews,50.4351643826374,4.8378
Norma Fire,50.4302867097646,4.8377
Gabriel Sunday,50.4295603505429,4.8377
Ryan Paul James,50.414571005104,4.8375
Nikki Flores,50.3987111580237,4.8372
Mark Holton,50.3887677057684,4.8371
Lauren Barrett,50.3775661798065,4.8369
Ed Wheeler,50.3681340803478,4.8368
Martin Mazza,50.3622504119744,4.8367
Georgina Leonidas,50.3600728858225,4.8366
Stefan Kapicic,50.3580151991068,4.8366
Loren Dean,50.3397456513655,4.8363
Robert Fitzpatrick,50.310179015945,4.8359
Shawn Doyle,50.2981352434398,4.8357
Gregory Itzin,50.2955017741985,4.8356
Rafael Osorio,50.2953919817466,4.8356
Joe Watkins,50.285185978947,4.8355
Jelena Gavrilovic,50.285185978947,4.8355
Erica Shaffer,50.2811136644858,4.8354
Angela Gibbs,50.280887857814,4.8354
Brad Thornton,50.2736026416717,4.8353
Brando Eaton,50.2680049806546,4.8352
Kelly Hoover,50.2657959247546,4.8352
Don Novello,50.2559986626266,4.835
Dermot Crowley,50.2520446340603,4.835
Dennis Haskins,50.2430434331258,4.8348
Amr Waked,50.2337907443621,4.8347
Tommy Nix,50.2258098990226,4.8346
Melinda Page Hamilton,50.2251694984716,4.8345
Tom Colby,50.2135713114562,4.8344
Kate Magowan,50.2080781174977,4.8343
Nicholas Courtney,50.2063296985056,4.8342
Melissa Bush,50.2022672889269,4.8342
Mitch Carter,50.1975789395249,4.8341
Conan Stevens,50.1861253090831,4.8339
Ryan Devlin,50.1787555643179,4.8338
Joshua Seth,50.1703358027211,4.8337
Nick Brimble,50.1693404434334,4.8337
Elise Eberle,50.1663525106391,4.8336
Slavko Štimac,50.1368029849745,4.8332
Zach Page,50.1177974046161,4.8329
Maureen Flannigan,50.1175539358351,4.8329
Eddie Jemison,50.1157380365598,4.8328
Megan Cavanagh,50.1157380365598,4.8328
Skye Sweetnam,50.1141531156362,4.8328
Peter Woodward,50.1061920785899,4.8327
Michael McGrady,50.0881166691238,4.8324
Emma Pierson,50.0880469231087,4.8324
Michelle Beck,50.0742595659898,4.8322
Veronica Blake,50.0735870841269,4.8322
Melissa Mars,50.0699240526672,4.8321
Wendy Carter,50.0690288880266,4.8321
Nora Kirkpatrick,50.0516115303225,4.8318
Lee Arenberg,50.0467678579676,4.8318
Jonathan Barrett,50.0385255272026,4.8316
Chip Zien,50.0234648977,4.8314
Ray Nagin,50.0126784768133,4.8312
John Beale,49.9838750111236,4.8308
Robin Sachs,49.9715619127316,4.8306
Christopher Coppola,49.9316056008624,4.83
Henry Molina,49.9205302918482,4.8298
June Foray,49.9089097998129,4.8296
David Cale,49.9011649271744,4.8295
Mark Linn-Baker,49.892233214316,4.8293
Patrick Malahide,49.8547024602632,4.8287
Marc Shaiman,49.8546621263875,4.8287
Alex Dimitriades,49.8526701118904,4.8287
Michelle Nolden,49.8502365857455,4.8287
Susan Blommaert,49.8341889464668,4.8284
Nicole Trunfio,49.8116097411316,4.8281
Stephen Hansen,49.8084784673504,4.828
Taylor Hobbs,49.7937599213966,4.8278
Rebecca Lin,49.7936415944248,4.8278
Jade Wu,49.7345004405177,4.8269
Rich Fulcher,49.7332424187243,4.8268
Andrew Dunbar,49.6783472434719,4.826
Ari Folman,49.6476634436577,4.8255
Ryan Simpkins,49.6300890746744,4.8252
Chris Dong,49.6230271288969,4.8251
Ben Youcef,49.6160931924267,4.825
Nathan Rodriguez,49.6079495488115,4.8249
Sandra McCoy,49.6054196755535,4.8248
Chuck Scarborough,49.5886210037986,4.8246
José Sancho,49.5658255056611,4.8242
Valerie Robin,49.5655925829368,4.8242
Euan Morton,49.5655925829368,4.8242
Steve Rosen,49.5628120407074,4.8241
Elvis Mitchell,49.5554234727489,4.824
Chris Wedge,49.5526398563737,4.824
Geneviève Bujold,49.5306299783323,4.8236
Patricia Berry,49.5283182597242,4.8236
Shannon Morris,49.5110850823562,4.8233
James Frecheville,49.5046803532561,4.8232
Barry Morse,49.5005548390539,4.8232
Jeff Bergman,49.4965863475346,4.8231
Vladimir Kulich,49.4855711681917,4.8229
Christopher Knights,49.4813986571054,4.8229
Paula Shaw,49.4742775462733,4.8227
Tiffany Knight,49.4662007752124,4.8226
Matt Bentley,49.4533037678503,4.8224
Hank Stone,49.4165676961987,4.8218
Allie Grant,49.4118653113272,4.8218
Oscar Colon,49.4110821771574,4.8217
Audrey Marie Anderson,49.4076312276017,4.8217
Magdalena Mielcarz,49.3970428989449,4.8215
April Harvey,49.3970428989449,4.8215
Brian Benben,49.3960438348519,4.8215
Teresa Delgado,49.3907369348632,4.8214
Greg Ginn,49.377388308853,4.8212
Kristin Richardson,49.3698096266001,4.8211
Brandy Davis,49.3692906747959,4.8211
Cheryl Chase,49.3650456591186,4.821
Mike Landry,49.3618157844435,4.821
Giuseppe Sulfaro,49.3597365332913,4.8209
Mikko Nousiainen,49.3594069302974,4.8209
Robert Gant,49.358425063122,4.8209
Sarah Habel,49.3427489579843,4.8207
Matt Channing,49.3407820300395,4.8206
Ona Grauer,49.330739086807,4.8205
Jim Fletcher,49.3233781661146,4.8203
Rick Warner,49.3093288302635,4.8201
Joe Messina,49.3038730997908,4.82
Janet Sheen,49.3025086079686,4.82
Liza Kate,49.2900860428213,4.8198
Kristina Klebe,49.2900854556912,4.8198
Gloria Votsis,49.2774318285376,4.8196
Jason Rafael,49.2585513609256,4.8193
Shelley Morrison,49.2541834051217,4.8192
Gary Clark Jr.,49.2485906770238,4.8192
Tony Devon,49.2034666659051,4.8184
Juliane Köhler,49.1988735653785,4.8184
Charles Fleischer,49.1818246454102,4.8181
Nicholas Gleaves,49.1792329126891,4.818
Lauri Johnson,49.1737426979153,4.818
Corinne Bohrer,49.1703764473752,4.8179
Ron Martinez,49.1658239622924,4.8178
Debra Marshall,49.1324547726261,4.8173
Brad Sherwood,49.0882584943981,4.8166
Donald Sumpter,49.0796049090576,4.8165
Jamie Foreman,49.0724476243971,4.8163
Clare Higgins,49.0724476243971,4.8163
Carl Anthony Payne II,49.0593797943906,4.8161
Nick Sutton,49.019017630191,4.8155
Vicki Blue,49.0130952720328,4.8154
Charlie Moss,49.0086029629444,4.8153
Ryan Andres,48.9936144212685,4.8151
William Schallert,48.9936144212685,4.8151
Trisha LaFache,48.9743803468575,4.8148
Rafael Valdez,48.9680184494531,4.8147
Patrick Duff,48.9505620360126,4.8144
Craig Chester,48.949800763237,4.8144
David McNally,48.9431764236737,4.8143
Liza Snyder,48.9312686214956,4.8141
Rebecca Da Costa,48.9159205198778,4.8138
Michael Steger,48.9139541316824,4.8138
Meng Ai,48.8906950787963,4.8134
Marissa Jaret Winokur,48.8869469898857,4.8134
Paul Kersey,48.8790885305415,4.8132
Kevin Fry,48.8726438890054,4.8131
Jerry Hernandez,48.8724665147355,4.8131
Aaron Abrams,48.8691067069324,4.8131
Zoie Palmer,48.8487671311411,4.8128
Burt Rutan,48.8486441985746,4.8128
Jim McBride,48.8445104169291,4.8127
Richard Shepard,48.8387825100926,4.8126
Hannah Kaiser,48.8377254988316,4.8126
Erin Chambers,48.8183123280115,4.8123
Jane Hajduk,48.8116879130476,4.8122
Charlie Creed-Miles,48.8046346558302,4.812
Christian Wheeler,48.8033957754469,4.812
Vincent Ventresca,48.7675751407343,4.8114
Bryan Cherry,48.763485303738,4.8114
Linda Lawson,48.7543654413595,4.8112
Nancy Valen,48.7494008616918,4.8112
Dakota Bright,48.7385407644496,4.811
Jason Diablo,48.7372893603598,4.811
Lara Jean Chorostecki,48.7220933068685,4.8107
Jason Antoon,48.7071280329172,4.8105
Amy Chow,48.7006825857305,4.8104
Courtnee Draper,48.6376053135714,4.8093
Kevin Kilner,48.6315271285168,4.8092
Matthew Sharp,48.6257351590647,4.8092
Brely Evans,48.5815954797114,4.8084
Mark Ivanir,48.5784426296693,4.8084
Jenny Robinson,48.5778756243901,4.8084
Joshua Bowman,48.5584545007611,4.8081
Christopher Gross,48.5298614187311,4.8076
Leticia Cline,48.5200381834531,4.8074
Linda Larkin,48.5142607495354,4.8073
Stevie Mitchell,48.4968689964584,4.8071
Tom Bianchi,48.491284205771,4.807
Lahmard Tate,48.4850926430043,4.8069
Supriya Devi,48.4832658613737,4.8068
Scott Seymour,48.4737285444973,4.8067
Daniel Fathers,48.4689915234562,4.8066
Conrad Vernon,48.4528865480637,4.8064
Olek Krupa,48.4528865480637,4.8064
Edward Crawford,48.4304133867702,4.806
Maria Pia Calzone,48.4202501411197,4.8058
Meghan Heffern,48.409334300873,4.8056
Keith Szarabajka,48.4054789106547,4.8056
Qian Cheng,48.3895974941122,4.8053
Mike Hodge,48.3895974941122,4.8053
Tara Sands,48.3827627117027,4.8052
Dwight Henry,48.3827627117027,4.8052
Colin McFarlane,48.3676260471603,4.805
Hardik Mehta,48.3656426677435,4.8049
Larry Berry,48.3528180701978,4.8047
Chloe Russell,48.3424406317501,4.8046
Ryan Doom,48.3368694056445,4.8045
Kelly Frye,48.3024815788847,4.8039
"Robert F. Kennedy, Jr.",48.2844563856215,4.8036
Chipo Chung,48.2815849997057,4.8036
Robert Pastorelli,48.2765230066042,4.8035
Stephen Warner,48.2718255208368,4.8034
Talent Harris,48.2523412075204,4.8031
Francesca Smith,48.2268198924194,4.8027
Sylvia Miles,48.2210316222546,4.8026
Jay Wong,48.2155646519315,4.8025
Karl Markovics,48.2155646519315,4.8025
Cee-Lo,48.1909774840687,4.8021
Andrew Divoff,48.1844243616392,4.802
Tracey Moore,48.1843773437092,4.802
Tim Meredith,48.1726417213312,4.8018
Benjamin Davies,48.1639489735544,4.8016
Joyce Walker,48.1613630727659,4.8016
Thomas Aragon,48.148195851772,4.8014
Christine Ball,48.1468175413199,4.8014
Florence Faivre,48.1448944059086,4.8013
Shecky Greene,48.1254075908958,4.801
Kevin Casper,48.116511881577,4.8009
Rick Warden,48.1076506281937,4.8007
Caroline Blakiston,48.1076506281937,4.8007
Myers Clark,48.0941111976686,4.8005
Sarah Smyth,48.0938103990344,4.8005
Eric Jacobson,48.0744570970541,4.8002
Stephanie Okereke,48.0583619463846,4.7999
Tony Musante,48.053033542198,4.7998
Greg Lindsay,48.0464619456377,4.7997
Alissa Skovbye,48.0379064803848,4.7996
Boo Boo Stewart,48.0317433807883,4.7995
Bridget Powers,48.0070469267393,4.7991
Elizabeth Ibarra,48.0035574942749,4.799
Kaycee Stroh,47.9989468498861,4.7989
Jack O'Connell,47.9984690370411,4.7989
Larry Cedar,47.9956560930263,4.7989
Ian Gregory,47.9852848555332,4.7987
Jenteal,47.9845890031804,4.7987
Madison Meyer,47.9558049342126,4.7982
Abby Ford,47.931543151687,4.7978
Candace Kroslak,47.9236573940258,4.7977
Eric Manning,47.9179828571881,4.7976
Jerry Levine,47.9110126209751,4.7975
Casey Siemaszko,47.8873313755626,4.7971
Colombe Jacobsen-Derstine,47.8868060128213,4.7971
Valerie Azlynn,47.8867610949171,4.7971
Jonathan Higgins,47.8809213794787,4.797
Kenneth Edmonds,47.8783542153989,4.797
Lymari Nadal,47.8610581813099,4.7967
Hank Harris,47.859314381025,4.7966
Alfonso Freeman,47.8394039434333,4.7963
Elliot Cowan,47.838335036274,4.7963
Sal Lopez,47.8378471407854,4.7963
Thom Barry,47.8307919331038,4.7962
Rebecca Jenkins,47.816567016025,4.7959
Dan Moran,47.8002102993208,4.7957
Mizuo Peck,47.7948001931182,4.7956
Matt McKenzie,47.7936391549485,4.7956
Robert Jayne,47.7932070740589,4.7956
Rafael Morais,47.7780794981871,4.7953
Jessica Schwartz,47.7708802791604,4.7952
Corey Large,47.7668627244078,4.7951
Christopher Zach,47.7309994748539,4.7945
Dana Goodman,47.7240170506164,4.7944
Ellen Dow,47.722570770769,4.7944
Brooke Lyons,47.722570770769,4.7944
Sonia Manzano,47.7167779490122,4.7943
George Stults,47.7063584506781,4.7941
Melissa Cell,47.7039546207923,4.7941
Shelley Berman,47.6816705019537,4.7937
Hell Rell,47.6704034241131,4.7935
Langley Kirkwood,47.6666465407685,4.7935
Jake Olson,47.6580728908945,4.7933
Charlie Clouser,47.6580728908945,4.7933
Oana Pellea,47.6404652922413,4.793
Joseph Cure,47.6335100332666,4.7929
Concetta Tomei,47.6159380930782,4.7926
Asa Hope,47.602330871769,4.7924
John Hoogenakker,47.596695093972,4.7923
Alonzo Bodden,47.593277370127,4.7922
Siobhan Murphy,47.5710596405404,4.7919
Phillip Rhee,47.5710596405404,4.7919
Bobbito,47.5710596405404,4.7919
Kerry Livgren,47.566169460256,4.7918
Greer Barnes,47.5498604161017,4.7915
Arthur Dale,47.5298333225663,4.7912
Susan Yeagley,47.50588313577,4.7908
Kevin Christy,47.4927793201492,4.7906
Krystal Summers,47.4841733561611,4.7904
Tom Barnett,47.4738680500028,4.7903
Jean-Pierre Castaldi,47.470272145384,4.7902
Robert Longstreet,47.4697515346088,4.7902
Evan Hart,47.4638935875938,4.7901
Brittany Robertson,47.4573205188164,4.79
Jennifer Carta,47.441021680676,4.7897
Welker White,47.441021680676,4.7897
Lydia Jordan,47.4279293476934,4.7895
Cathy Berry,47.4257833398422,4.7895
Hayden Adams,47.4171101885546,4.7893
Nancy Bishop,47.3924983410635,4.7889
Jessica Parsons,47.3483534894915,4.7882
Dan Molina,47.3376083908793,4.788
Ella Joyce,47.3301090659123,4.7879
Carrie Crowley,47.3300334981008,4.7879
Chris Sabin,47.3212896609947,4.7877
John Byrnes,47.3193609122836,4.7877
Stacey Travis,47.3116067013746,4.7876
Marti Matulis,47.3100558215167,4.7875
Edward Bunker,47.304534248969,4.7874
Nathalie Cox,47.2914701161259,4.7872
Elizabeth Meriwether,47.2830950987859,4.7871
April Gilbert,47.2792978177852,4.787
Julian Wells,47.2547642273089,4.7866
Brad Simmons,47.2505261416675,4.7865
Chuck Campbell,47.2425925158656,4.7864
Christina Bach,47.2396263879962,4.7864
Nitin Ganatra,47.2396263879962,4.7864
Roger Willie,47.2389962963753,4.7863
Matthew Cowles,47.2357711815233,4.7863
Jazzy Jay,47.2034826063947,4.7858
Steven Eckholdt,47.1973579865759,4.7856
Peaches Christ,47.1765770294067,4.7853
Matt McGrath,47.1693502451166,4.7852
Jon Jon Briones,47.1684732947795,4.7852
Hussein Fatal,47.1510113818656,4.7849
Maung Maung Khin,47.1466081427287,4.7848
Cynthia McKinney,47.1314541685598,4.7845
Robbie Edwards,47.0981369094401,4.784
Mirko Filipović,47.0940486715686,4.7839
Gabriel Thomson,47.0890853180597,4.7838
Gedde Watanabe,47.0769317146885,4.7836
Peter Cambor,47.0676621840268,4.7835
Janet Gunn,47.0664903231799,4.7835
Brooke Anne Smith,47.066268587177,4.7835
Patricia Llaca,47.0573502260051,4.7833
Jon Dalton,47.056696757752,4.7833
Spencer Wilding,47.056696757752,4.7833
Jay Underwood,47.0530945875336,4.7832
Victoria Vance,47.0530945875336,4.7832
Allyce Beasley,47.0427462613558,4.7831
Kevin Copeland,47.0392428844433,4.783
Christine Spencer,47.0376697044227,4.783
Ronald Pickup,47.0248518492493,4.7828
Eric Schlosser,47.0049870847159,4.7824
Dora Bryan,46.9962610868596,4.7823
Jesper Pedersen,46.9915177759731,4.7822
Jenna Stern,46.991007631536,4.7822
Gilbert Cruz,46.9908994023371,4.7822
Kate Williamson,46.9902086078128,4.7822
Brent Neale,46.988829223017,4.7821
Grace Kirby,46.9734695522817,4.7819
Reese Alexander,46.970152314239,4.7818
Steve Moreno,46.9388539028189,4.7813
Andrew Astor,46.9256616179669,4.7811
Gustaf Hammarsten,46.922268268896,4.781
Noe Garcia,46.9173361943724,4.7809
Ghassan Massoud,46.9017397301006,4.7807
Daniel Hagen,46.8973316762822,4.7806
Richard Coca,46.8953359896124,4.7806
Georgia Mackenzie,46.8936714862636,4.7805
Nate Torrence,46.8852147214556,4.7804
Enzo the Dog,46.8800231799463,4.7803
Claire Rankin,46.874990894785,4.7802
Matthew Snyder,46.8714187560289,4.7802
Karel Dobrý,46.8563506783414,4.7799
Tim Woodward,46.8195763733557,4.7793
Joshua Peace,46.8032964644309,4.779
Bethany McLean,46.7979427732152,4.7789
J. Wells,46.7694100780146,4.7784
Nate Corddry,46.7609243683546,4.7783
Vanessa Lee Chester,46.7370430915244,4.7779
Scott Elrod,46.7370430915244,4.7779
Sean Derry,46.7250964669906,4.7777
Susan Boyd,46.7250964669906,4.7777
Cory Murphy,46.7178566525063,4.7776
Elizabeth Bracco,46.7099544264577,4.7774
Robert David Hall,46.6896055455939,4.7771
Shane Powers,46.6822755628767,4.777
Steven Grayhm,46.6805620675133,4.7769
Rick Martins,46.6614168082047,4.7766
Casey Sander,46.6592245155135,4.7766
Mike Pyle,46.6498430333999,4.7764
Giorgio Chinaglia,46.6446262999478,4.7763
John Aylward,46.6265012629505,4.776
Ron Palillo,46.6241693861887,4.776
Monoxide Child,46.6076822892153,4.7757
Melinda Allen,46.6036748851234,4.7756
Clare Carey,46.5865439955354,4.7753
Kelsey Ford,46.5839994536747,4.7753
Guy Mariano,46.5727547648169,4.7751
Michael Wiseman,46.5642647275131,4.775
Angela Kane,46.5533850892016,4.7748
Stephanie Ellis,46.5518604875035,4.7748
Michael Paloma,46.5449747523976,4.7746
Chris O'Dowd,46.5439002971151,4.7746
Jennifer Tisdale,46.5287531066764,4.7744
Julian Silver,46.5105022396837,4.774
Brandin Rackley,46.4992078155713,4.7739
Lisa Rieffel,46.4963896023691,4.7738
Steve Toussaint,46.4879132361937,4.7737
Stéphane Freiss,46.4564520443455,4.7731
Curtis Hanson,46.4417139029607,4.7729
Brian Kerwin,46.4370509635464,4.7728
Ari Meyers,46.4122600080924,4.7724
Sean Carpenter,46.4104713059117,4.7723
Todd Hunt,46.3875378101146,4.772
Manuel Bermudez,46.3748799025246,4.7717
Kristi Lynn,46.3619070050923,4.7715
Simon Kunz,46.3491544332986,4.7713
Andrea Libman,46.3429361713382,4.7712
Nick Mancuso,46.3336239600267,4.771
Johnny Griffith,46.3212043918589,4.7708
Gordan Kicic,46.3137258397262,4.7707
Leah Ford,46.3133993823958,4.7707
Matthew Humphreys,46.3125659992563,4.7707
Matthew Bolton,46.3125659992563,4.7707
Nina Paley,46.3125659992563,4.7707
Angela Alvarado,46.2975665097727,4.7704
Tara Jayne,46.2810292251128,4.7701
Pankaj Jha,46.2621411750922,4.7698
Jonathan Brewer,46.2594670270413,4.7698
Mo McRae,46.2564496656255,4.7697
Jessica Carlson,46.2416187533795,4.7695
Caroline Dollar,46.2236866544399,4.7691
Branko Đurić,46.2194637392023,4.7691
Ken Foree,46.1914863842874,4.7686
Alfred Burke,46.1793770277636,4.7684
Melissa Tang,46.1767678300574,4.7683
Kristopher Van Varenberg,46.1740507752574,4.7683
Winston Bailey,46.1740507752574,4.7683
